Keyword,Volume,Keyword Difficulty,CPC (USD),Competitive Density,Number of Results,Intent,SERP Features,Trend
pictograma peligro para el medio ambiente,110,16,0.00,0.45,179000,"Informational, Commercial","Reviews, Video, Image, People also ask, Image pack","0.06,0.43,1.00,0.65,0.34,0.34,0.28,0.34,0.28,0.28,0.12,0.06"
pictograma peligroso para el medio ambiente,110,16,0.00,0.00,145000,"Informational, Commercial","Reviews, Image, People also ask, Image pack","0.02,0.12,1.00,0.02,0.12,0.15,0.02,0.02,0.02,0.02,0.02,0.02"
preguntas sobre el medio ambiente con respuesta,110,34,0.00,0.00,54500000,Informational,"Featured snippet, Reviews, Site links, Video, People also ask, Image pack","0.35,0.17,0.17,0.35,0.17,0.53,1.00,0.17,0.10,0.17,0.02,0.00"
programa de las naciones unidas para el medio ambiente,110,42,0.00,0.01,17800000,Informational,"Site links, People also ask, Video carousel, Twitter, Knowledge panel","0.23,0.52,0.52,1.00,0.42,0.52,0.52,0.52,0.42,0.52,0.33,0.23"
proteger el medio ambiente,110,43,0.16,0.07,59700000,Informational,"Featured snippet, Site links, People also ask, Video carousel","0.23,0.23,0.33,0.66,0.52,0.42,0.66,1.00,0.52,0.80,0.42,0.09"
que significa medio ambiente,110,48,0.00,0.01,792000000,Informational,"Site links, Video, People also ask, Image pack","0.28,0.64,1.00,1.00,0.78,0.78,1.00,1.00,0.64,0.78,0.50,0.28"
química en el medio ambiente,110,34,0.00,0.01,55700000,Informational,"Featured snippet, Reviews, Site links, People also ask, Image pack, Video carousel","0.04,0.10,0.14,0.14,0.14,0.35,0.81,1.00,0.00,0.00,0.00,0.00"
seguridad y medio ambiente,110,25,0.95,0.01,217000000,Informational,"Featured snippet, Reviews, Site links, People also ask, Image pack, Video carousel","0.33,0.66,0.52,0.42,0.42,0.52,0.66,1.00,0.66,0.66,0.66,0.42"
servicio medio ambiente,110,34,0.41,0.05,254000000,Commercial,"Local pack, People also ask, Image pack","0.42,0.42,0.52,0.52,0.33,0.52,0.66,0.66,0.80,0.80,0.66,1.00"
servicio territorial de medio ambiente,110,24,0.00,0.00,21700000,Commercial,"Local pack, Video","0.34,0.26,0.34,0.34,0.34,0.26,0.42,0.42,0.26,0.80,0.80,1.00"
simbolo del medio ambiente,110,22,0.00,0.00,10500000,Informational,"Reviews, Video, Image, People also ask, Image pack","0.17,0.52,0.82,1.00,0.52,0.64,1.00,0.82,0.52,0.82,0.64,0.29"
temario agente medio ambiente andalucía pdf gratis,110,8,0.19,0.74,75,Informational,"Reviews, Video, Image pack","0.10,0.10,0.10,0.54,0.66,0.18,1.00,0.10,0.04,0.06,0.06,0.14"
unidad didactica medio ambiente educacion infantil,110,17,0.00,0.04,2580000,Informational,"Reviews, Site links, Image pack","0.02,0.02,1.00,0.19,0.19,0.15,0.02,0.02,0.02,0.02,0.02,0.02"
voluntariado medio ambiente,110,29,1.15,0.14,7230000,Commercial,"People also ask, Image pack","0.66,0.52,0.66,0.66,0.42,0.66,0.66,0.66,0.66,0.66,0.80,0.52"
yo colaboro con el medio ambiente opiniones,110,20,0.00,0.00,90,Commercial,Image pack,"0.00,0.00,0.01,0.54,1.00,0.01,0.19,0.19,0.12,0.02,0.02,0.02"
