Keyword,Volume,Keyword Difficulty,CPC (USD),Competitive Density,Number of Results,Intent,SERP Features,Trend
nuclear energía verde,210,42,0.00,0.03,9680000,Informational,"Featured snippet, Video, People also ask","0.00,0.00,0.00,0.36,0.03,1.00,0.45,0.03,0.01,0.01,0.01,0.10"
pablo casado energía solar,210,36,0.00,0.00,530000,Informational,"Reviews, Video, Image pack","0.00,0.00,0.00,1.00,0.00,0.00,0.01,0.00,0.00,0.00,0.00,0.00"
peajes de acceso de energía eléctrica para 2021,210,27,0.00,0.01,335000,"Informational, Transactional","Reviews, Site links, People also ask, Image pack","0.39,0.39,0.32,0.32,0.26,0.26,0.26,0.17,0.07,0.05,0.02,0.02"
perte de energías renovables hidrógeno renovable y almacenamiento,210,25,0.00,0.02,23100,Informational,"Site links, Video, People also ask, Image pack, Video carousel","0.00,0.00,0.00,0.00,0.45,1.00,0.04,0.02,0.01,0.01,0.01,0.01"
pilas energizer,210,28,0.21,1.00,2030000,Informational,"Image, People also ask, Image pack, Video carousel","0.53,0.53,0.65,1.00,0.81,0.81,0.65,0.65,0.43,0.53,0.43,0.53"
plenitude energía opiniones,210,19,1.28,0.44,57,"Informational, Transactional","Reviews, People also ask, Image pack, Knowledge panel, Adwords bottom","0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.36,0.67,1.00,0.81,0.81"
que tomar para subir el ánimo y energía,210,38,0.37,1.00,2060000,Informational,"Featured snippet, Reviews, Site links, Video, People also ask, Image pack","0.65,0.81,0.65,0.53,0.65,0.65,0.65,1.00,0.81,0.65,0.81,0.81"
quitar ahorro de energía,210,39,0.00,0.00,2000000,Informational,"Featured snippet, Reviews, Site links, People also ask, Video carousel","0.21,0.14,0.39,0.02,0.48,1.00,0.07,0.02,0.00,0.00,0.00,0.00"
qué son las energías renovables,210,56,0.33,0.17,23000000,Informational,"Reviews, Site links, FAQ, People also ask, Video carousel, Knowledge panel","0.10,0.22,0.35,0.54,0.35,0.35,0.54,0.66,0.43,0.81,0.54,0.08"
se transforma la energía,210,33,0.30,0.00,20000000,Informational,"Featured snippet, Reviews, FAQ, Video, People also ask, Video carousel","0.10,0.12,0.15,0.19,0.12,0.23,0.29,0.44,0.36,0.54,0.12,0.07"
secretaría de estado de energía,210,30,0.00,0.00,17400000,Informational,"Site links, Video, People also ask, Image pack","0.53,0.81,1.00,1.00,0.53,0.43,0.65,0.65,0.53,0.65,0.65,0.53"
solicitar bono social energía xxi online,210,31,0.73,0.11,74,"Informational, Transactional","Reviews, Site links, Video, People also ask","0.43,0.53,0.53,0.43,0.21,0.43,0.43,0.65,0.81,1.00,0.81,1.00"
teléfono gratuito de endesa energía xxi,210,39,1.80,0.40,75,Informational,"Featured snippet, Reviews, Site links, People also ask","0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.02,0.00,0.00,0.00,0.00"
teléfono gratuito de iris energía,210,27,0.43,0.54,554000,Informational,"Featured snippet, Reviews, Site links, Knowledge panel","0.02,1.00,0.02,1.00,0.02,0.02,0.48,0.02,0.04,0.02,0.02,0.02"
the prime energize,210,26,0.27,0.27,3150000,"Informational, Transactional","Reviews, FAQ, Video, Image, Image pack, Knowledge panel","0.23,0.35,0.66,0.35,0.17,0.66,1.00,0.66,1.00,0.66,0.53,0.82"
tipo de energía,210,56,0.00,0.00,676000000,Informational,"Featured snippet, Reviews, Site links, Video, People also ask","0.01,0.05,0.08,0.06,0.06,0.06,0.05,0.08,0.05,1.00,0.02,0.24"
tipos de energías nucleares,210,40,0.00,0.00,6890000,Informational,"Featured snippet, Site links, Video, Image, People also ask, Image pack","0.00,1.00,0.11,0.18,0.00"
tipos de fuentes de energía,210,36,1.03,0.01,67700000,Informational,"Featured snippet, Reviews, Site links, FAQ, Video carousel","0.06,0.15,0.15,0.23,0.18,0.28,0.28,0.54,0.35,1.00,0.66,0.05"
unidad de medición de la energía,210,25,0.00,0.00,17000000,Informational,"Featured snippet, Reviews, Video, Image pack","0.23,0.82,0.82,0.53,0.28,0.43,0.53,0.53,0.43,0.82,0.66,0.12"
ventaja de energía nuclear,210,29,0.00,0.00,2020000,Informational,"Featured snippet, Reviews, Video, People also ask, Image pack","0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.72,1.00,0.88,0.00"
acciones berkeley energía,170,42,0.00,0.00,70,"Informational, Transactional","Reviews, Video, Image pack, Instant answer, Knowledge panel","0.00,1.00,1.00,0.00,0.00"
acis energía opiniones,170,20,0.96,0.28,56,Informational,"Reviews, Video, Image pack, Knowledge panel","0.43,0.43,0.43,0.43,0.43,0.81,1.00,1.00,0.65,0.65,0.43,0.34"
aldro energía clientes,170,31,1.15,0.19,9640,Navigational,"Reviews, Site links, FAQ, Video, People also ask","0.34,0.65,0.65,0.81,0.81,1.00,1.00,1.00,0.34,0.03,0.09,0.06"
alimentos que dan energía,170,43,0.07,0.21,38500000,Informational,"Featured snippet, Reviews, Site links, Video, People also ask","0.19,0.19,0.15,0.15,0.09,0.15,0.19,0.19,1.00,0.29,0.23,0.19"
alimentos que dan energía inmediata,170,37,0.00,0.69,9070000,Informational,"Featured snippet, Reviews, People also ask","0.65,0.53,0.53,0.53,0.34,0.65,0.53,0.80,0.80,1.00,0.65,0.34"
alumbra energía,170,32,0.97,0.05,533000,Navigational,"Reviews, Site links, Video, Image pack, Video carousel, Knowledge panel","0.28,0.53,0.34,1.00,0.43,1.00,0.65,0.65,0.53,0.34,0.34,0.28"
argumentos a favor de la energía nuclear,170,33,0.00,0.01,906000,Informational,"Featured snippet, Reviews, Video, People also ask, Image pack","0.02,0.02,0.02,0.13,0.00,1.00,0.16,0.13,0.08,0.16,0.05,0.00"
atraer energía positiva buena suerte,170,39,0.00,0.30,1590000,Informational,"Reviews, Video, People also ask","0.65,0.65,1.00,0.65,0.81,0.65,0.43,0.53,0.53,0.43,0.28,0.43"
bonpreu energía tarifes,170,14,0.42,0.30,82,"Informational, Transactional","Reviews, Video, Image pack","0.43,0.53,1.00,0.81,0.81,0.81,0.53,0.43,0.28,0.43,0.81,0.65"
calcula la energía potencial,170,27,0.00,0.00,6850000,Informational,"Featured snippet, Video, People also ask, Image pack, Video carousel","0.15,0.23,0.23,0.23,0.19,0.29,0.23,0.44,0.29,0.02,0.54,0.06"
calcular la energía cinetica,170,31,0.00,0.00,3610000,Informational,"Featured snippet, Reviews, Video, People also ask, Image pack, Video carousel","0.19,0.44,0.29,0.29,0.19,0.29,0.36,0.66,0.00,0.00,0.00,0.00"
cargador pilas energizer,170,22,0.21,1.00,363000,Transactional,"Reviews, Image, People also ask, Image pack, Video carousel","0.01,0.01,0.04,0.01,1.00,0.01,0.01,0.01,0.01,0.01,0.01,0.01"
catllum o som energía,170,16,0.82,0.51,56,Transactional,"Reviews, Site links, People also ask, Image pack","0.53,0.81,0.81,0.65,0.43,0.65,0.43,0.53,0.21,0.34,0.15,0.15"
chc energía atención al cliente,170,29,0.62,0.31,147000,"Navigational, Transactional","Reviews, Site links, FAQ, Video, People also ask, Knowledge panel","0.81,0.01,0.06,0.01,0.01,0.01,0.01,0.28,0.35,0.81,0.54,0.44"
chc energía factura,170,28,0.70,0.04,21200,Navigational,"Reviews, Site links, FAQ, Video, People also ask","0.14,0.18,0.22,0.22,0.18,0.18,0.22,0.29,1.00,1.00,0.81,0.66"
como funciona energía nuclear,170,44,0.00,0.01,35700000,Informational,"Featured snippet, Reviews, Video, People also ask, Video carousel","0.10,0.18,0.35,0.54,0.29,0.54,0.54,1.00,0.00,0.81,0.43,0.18"
como saber si alguien te quita energía,170,25,0.00,0.00,16000000,Informational,"Video, People also ask","1.00,0.65,0.65,0.34,0.28,0.43,0.53,0.65,0.65,0.65,0.53,0.53"
consejo insular de la energía,170,31,1.32,0.02,632000,Navigational,"Site links, Video, Image pack, Knowledge panel","0.00,0.00,0.53,0.53,0.43,0.43,0.53,1.00,0.66,0.53,0.53,0.53"
consumo de energía en españa 2020,170,38,0.00,0.01,20100000,Informational,"Featured snippet, Reviews, Video, People also ask, Image pack","0.53,0.66,0.82,1.00,0.43,0.28,0.28,0.43,0.28,0.28,0.17,0.07"
cuanto vale un megavatio de energía,170,39,0.00,0.00,96,"Informational, Commercial","Reviews, Site links, Image, People also ask, Image pack","1.00,0.59,0.07,0.04,0.04,0.11,0.07,0.04,0.01,0.00,0.00,0.00"
cómo calcular energía cinética,170,37,0.00,0.00,1110000,Informational,"Featured snippet, Reviews, Video, People also ask","0.08,0.18,0.11,0.18,0.08,0.18,0.23,0.44,0.35,0.81,0.66,0.05"
demanda y producción de energía eléctrica,170,34,0.64,0.01,12100000,Informational,"Site links, Video","0.65,0.53,0.80,0.65,0.65,0.65,0.65,0.53,1.00,1.00,0.80,0.65"
desventajas de la energía mareomotriz,170,26,0.00,0.00,38000,Informational,"Featured snippet, Reviews, FAQ, Video, People also ask","0.02,0.04,0.22,0.43,0.29,0.29,0.54,0.54,0.35,0.66,0.66,0.04"
desventajas de las energías no renovables,170,22,0.00,0.00,493000,Informational,"Featured snippet, Reviews, Site links, Video carousel","0.65,0.42,1.00,0.65,0.03"
ejemplo de tipos de energía,170,45,0.70,0.01,99000000,Informational,"Featured snippet, Reviews, Site links, FAQ, Video, Image, People also ask","0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.54,1.00,0.67,0.00"
ejemplos de energía eléctrica,170,47,0.51,0.00,27700000,Informational,"Featured snippet, Reviews, Site links, Video, Image, People also ask","0.03,0.07,0.07,0.10,0.05,0.07,0.12,0.29,0.29,0.81,0.36,0.00"
ejemplos de la energía química,170,38,0.00,0.00,21800000,Informational,"Featured snippet, Reviews, Site links, Video, Image, People also ask","0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.36,0.00"
el petróleo es una energía,170,33,0.55,0.00,28200000,Informational,"Featured snippet, Video, People also ask, Video carousel","0.04,0.15,0.29,0.36,0.29,0.29,0.36,0.66,0.54,0.00,0.00,0.05"
electrodomésticos que consumen menos energía,170,32,1.41,0.22,325000,Informational,"Featured snippet, Reviews, Site links, Image, People also ask, Image pack, Video carousel","0.35,0.43,0.35,0.35,0.29,0.43,0.54,1.00,0.22,0.14,0.10,0.14"
endesa energía 21,170,47,1.63,0.28,962000,"Informational, Transactional","Reviews, People also ask, Image pack","0.53,0.53,0.42,0.53,0.42,0.65,0.65,1.00,0.53,0.53,0.42,0.34"
endesa energía xxi facturas teléfono,170,34,0.91,0.25,66,Informational,"Featured snippet, Reviews, Site links, People also ask, Image pack","0.53,0.43,0.43,0.43,0.43,1.00,0.53,0.43,0.35,0.28,0.12,0.17"
endesa o energía xxi,170,40,0.62,0.24,204000,Informational,"Reviews, Site links, People also ask, Image pack","0.43,0.35,0.35,0.43,0.43,1.00,0.82,0.82,0.43,0.35,0.17,0.23"
energica eva ribelle rs,170,20,0.00,0.07,40500,"Informational, Transactional","Reviews, Video, Image, Image pack, Video carousel","0.03,0.01,0.01,1.00,0.44,0.01,0.44,0.23,0.04,0.05,0.04,0.03"
energica motor company azioni,170,26,0.00,0.00,70,Informational,"Featured snippet, Video, Image pack","1.00,0.01,0.01,0.01,0.00,0.00,0.00,0.01,0.00,0.01,0.01,0.00"
energize 1 workbook pdf,170,10,0.00,0.15,85,"Informational, Transactional","Reviews, Image, Image pack","0.01,1.00,0.24,0.01,0.10,0.01,0.03,0.01,0.01,0.01,0.01,0.01"
energizing,170,16,0.16,0.48,39500000,Informational,"Reviews, Image, Video carousel","0.53,0.80,1.00,1.00,0.80,0.80,0.53,0.80,0.53,0.42,0.65,0.65"
energía 21 teléfono,170,33,0.00,0.00,34300000,Informational,"Featured snippet, Reviews, Site links, People also ask","0.43,0.53,0.43,0.12,0.35,0.53,0.66,0.43,0.35,0.28,0.28,0.28"
energía cuerpo,170,33,0.00,0.21,133000000,Informational,"Featured snippet, Site links, Image, People also ask, Image pack, Video carousel","0.66,0.66,0.66,0.82,0.53,0.66,0.53,0.66,0.00,0.00,0.00,0.00"
energía de fusión,170,52,0.00,0.01,16400000,Informational,"Featured snippet, Reviews, People also ask, Video carousel, Knowledge panel","0.43,0.65,0.81,0.81,0.65,1.00,1.00,1.00,0.21,0.15,0.09,0.03"
energía del alimento,170,31,0.00,0.06,238000000,Informational,"Featured snippet, Reviews, Site links, FAQ, People also ask, Video carousel, Knowledge panel","0.53,0.65,0.53,0.65,0.53,0.65,0.53,0.80,0.65,1.00,0.65,0.00"
energía electrostática,170,30,0.13,0.01,1240000,Informational,"Reviews, Site links, Image, People also ask, Video carousel, Knowledge panel","0.14,0.29,0.43,0.54,0.35,0.54,0.43,0.81,0.04,0.54,0.04,0.00"
energía eléctrica ejemplos,170,45,0.48,0.01,25700000,Informational,"Featured snippet, Reviews, Site links, Video, Image, People also ask, Image pack","0.06,0.11,0.15,0.15,0.08,0.15,0.23,0.35,0.44,1.00,0.54,0.00"
energía eólica marina,170,39,0.21,0.03,1090000,Informational,"Reviews, Site links, Image, People also ask, Video carousel, Knowledge panel","0.17,0.35,0.66,0.66,0.53,0.53,0.53,0.66,0.05,1.00,0.66,0.07"
energía geotérmica ventajas y desventajas,170,28,0.12,0.03,60600,Informational,"Featured snippet, Reviews, Site links, FAQ, Video, People also ask","0.28,0.53,0.53,0.53,0.28,0.35,0.43,0.66,0.53,0.82,0.43,0.17"
energía geotérmica: ventajas y desventajas,170,28,0.12,0.03,51400,Informational,"Featured snippet, Reviews, Site links, FAQ, Video, People also ask","0.29,0.43,0.43,0.43,0.29,0.35,0.43,0.54,0.35,0.54,0.22,0.02"
energía gurú,170,28,0.79,0.00,941000,Navigational,"Reviews, Site links, Video","0.53,0.65,0.80,1.00,1.00,1.00,0.80,1.00,0.53,0.34,0.00,0.00"
energía kundalini,170,27,0.28,0.09,968000,Informational,"Featured snippet, Reviews, Video, People also ask, Video carousel","0.28,0.43,0.28,0.28,0.23,0.35,0.28,0.35,1.00,0.35,0.43,0.35"
energía mareas,170,33,0.76,0.02,14500000,"Informational, Transactional","Reviews, Site links, FAQ, People also ask, Video carousel, Knowledge panel","0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.54,1.00,0.67,0.00"
energía pelo,170,25,0.00,0.02,23300000,Informational,"Featured snippet, Reviews, Video, People also ask, Image pack","0.05,0.05,0.04,0.19,0.12,1.00,0.15,0.07,0.10,0.10,0.36,0.23"
energía positiva,170,37,0.00,0.06,34100000,Informational,"Reviews, Image, People also ask, Image pack, Video carousel, Knowledge panel","0.80,0.80,0.80,0.80,1.00,0.80,1.00,1.00,1.00,0.80,1.00,1.00"
energía positiva siglo xxi,170,27,0.00,0.01,10100000,"Informational, Navigational","Reviews, Site links, Video, Image pack, Knowledge panel","0.15,0.34,0.34,0.28,0.65,0.65,0.81,0.81,1.00,1.00,0.65,0.81"
energía primaria,170,31,0.43,0.01,53700000,Informational,"Reviews, Image, People also ask, Video carousel, Knowledge panel","0.08,0.29,0.43,0.54,0.29,0.43,0.43,0.43,0.29,1.00,0.43,0.18"
energía primaria no renovable,170,33,0.44,0.01,1310000,Informational,"Featured snippet, Site links, Video, People also ask, Image pack","0.05,0.07,0.82,0.53,0.35,0.53,0.35,1.00,0.82,0.66,0.43,0.23"
energía verde,170,47,0.82,0.27,321000000,Informational,"Featured snippet, Reviews, FAQ, Video, Image, Top stories, People also ask, Knowledge panel","0.34,0.43,0.53,0.53,0.34,1.00,0.81,0.81,0.43,0.65,0.43,0.65"
energía xx1,170,38,1.12,0.08,63200,Navigational,"Reviews, Site links, Video, People also ask, Image pack","0.80,0.80,0.80,0.80,0.80,1.00,1.00,1.00,0.52,0.66,0.42,0.66"
energía xxi area clientes,170,33,0.95,0.01,75,"Informational, Transactional","Reviews, Site links, Video, People also ask, Image pack","0.66,0.52,0.52,0.66,0.66,1.00,0.66,1.00,0.80,1.00,0.80,0.66"
energía xxi atención al cliente,170,36,1.08,0.29,86,Transactional,"Local pack, Reviews, Site links, People also ask","1.00,1.00,0.66,0.66,0.66,1.00,1.00,1.00,0.66,0.80,1.00,1.00"
energía xxi horario valle,170,31,0.82,0.09,76,Informational,"Featured snippet, Reviews, Site links, People also ask, Image pack","0.10,0.17,0.35,0.66,0.43,0.66,0.66,1.00,0.66,0.53,0.17,0.17"
energía xxi registrarse,170,35,0.00,0.02,12100000,"Informational, Transactional","Reviews, Site links, Video, People also ask, Image pack","0.04,0.66,0.15,0.04,0.04,0.04,0.81,0.04,0.02,0.04,0.01,0.00"
energía y civilización,170,22,0.07,0.63,9400000,"Informational, Transactional","Reviews, Image pack, Video carousel, Knowledge panel","0.00,0.03,1.00,0.35,0.66,0.66,0.03,0.03,0.03,0.03,0.03,0.03"
energías renovables ventajas y desventajas,170,23,0.48,0.11,423000,Informational,"Reviews, Site links, People also ask, Image pack, Video carousel","0.18,0.29,0.29,0.35,0.22,0.29,0.35,0.54,0.43,0.54,0.43,0.10"
estación de energía,170,21,0.24,1.00,23200000,"Informational, Transactional","Reviews, Image, People also ask, Image pack, Video carousel","0.35,0.28,0.53,1.00,0.43,0.66,0.35,0.53,0.35,0.28,0.28,0.53"
estado solicitud bono social energía xxi,170,28,0.00,0.01,78,"Informational, Transactional","Reviews, People also ask, Image pack","0.18,0.81,0.54,0.18,0.18,0.54,1.00,0.18,0.18,0.22,0.29,0.35"
factor energía teléfono 24 horas,170,32,1.13,0.35,73,Informational,"Local pack, Reviews, Site links, FAQ, Video, People also ask","0.66,0.66,0.66,1.00,1.00,1.00,1.00,1.00,0.66,0.42,0.42,0.52"
factor energía teléfono gratuito,170,29,1.90,0.39,2790000,"Informational, Transactional","Reviews, Site links, FAQ, People also ask, Knowledge panel","0.23,0.35,0.35,0.43,0.53,0.53,0.66,1.00,0.53,0.53,0.43,0.53"
fc energía clientes,170,23,1.11,0.10,1730000,"Informational, Transactional","Reviews, Video, People also ask, Image pack","0.53,0.34,0.53,0.65,0.43,0.43,0.53,0.53,0.81,0.81,1.00,0.43"
feníe energía precios,170,25,0.60,0.48,99,Transactional,"Reviews, Site links, Video, People also ask, Image pack","0.82,0.53,0.66,0.35,0.53,0.43,0.43,0.53,0.23,0.23,0.12,0.17"
fundación de la energía de la comunidad de madrid,170,30,0.00,0.00,8820000,Navigational,"Reviews, Site links, Video, Knowledge panel","0.18,0.29,0.29,1.00,0.43,0.43,0.35,0.43,0.43,0.29,0.22,0.22"
gana energía facturas,170,25,3.43,0.12,615000,"Informational, Transactional","Reviews, Video, People also ask, Video carousel","1.00,1.00,0.80,1.00,1.00,0.80,0.66,0.66,0.52,0.52,0.42,0.33"
gas energía,170,37,1.31,0.17,232000000,Commercial,"Local pack, Reviews, People also ask, Image pack, Video carousel","0.28,0.43,0.53,0.65,0.53,0.53,1.00,0.81,0.53,0.81,0.53,0.28"
generador de energía con dinamo y pedales,170,20,0.00,1.00,97,"Informational, Transactional","Reviews, Image, People also ask, Image pack, Video carousel","0.00,0.00,0.30,1.00,0.08,0.03,0.03,0.05,0.02,0.01,0.01,0.01"
inconvenientes de la energía hidráulica,170,27,0.00,0.00,285000,Informational,"Featured snippet, Reviews, Site links, FAQ, Video, People also ask","0.66,0.52,1.00,1.00,0.00"
ingeniería de la energía,170,39,0.74,0.03,48700000,Informational,"Featured snippet, Reviews, Site links, People also ask, Image pack, Video carousel","0.04,0.05,0.04,0.04,0.03,0.05,0.05,0.05,0.17,0.32,1.00,0.32"
iris energía teléfono gratuito,170,26,1.01,0.39,577000,Informational,"Featured snippet, Reviews, Site links, Image pack, Knowledge panel","0.05,0.02,1.00,0.54,0.15,0.44,0.44,0.02,0.02,0.02,0.02,0.02"
la energía de las olas,170,26,0.00,0.01,7430000,Informational,"Reviews, Site links, People also ask, Video carousel, Knowledge panel","0.35,0.35,0.82,1.00,0.53,0.66,0.66,0.66,0.00,0.00,0.00,0.00"
la energía ni se crea ni se destruye,170,29,0.00,0.00,2740000,Informational,"Featured snippet, Site links, Video, People also ask, Video carousel","0.53,0.42,0.53,0.80,0.65,0.53,0.53,0.80,0.65,0.80,1.00,0.53"
la energía no secrea ni se destruye solo se transforma,170,25,0.00,0.00,240000,Informational,"Featured snippet, Site links, People also ask, Video carousel","0.43,0.53,0.34,0.65,0.53,0.65,0.43,0.65,0.81,1.00,0.65,0.53"
la energía no secrea ni se destruye sólo se transforma,170,22,0.00,0.00,2050000,Informational,"Featured snippet, Site links, People also ask, Video carousel","0.43,0.53,0.34,0.65,0.53,0.65,0.43,0.65,0.81,1.00,0.65,0.53"
la energía potencial es,170,37,0.00,0.00,41600000,Informational,"Featured snippet, Site links, FAQ, People also ask, Video carousel, Knowledge panel","0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.88,0.05"
la energía y el trabajo,170,37,0.00,0.00,239000000,Informational,"Featured snippet, Reviews, Site links, Video, Video carousel","0.00,0.00,0.00,1.00,0.15"
ley de conservación de la energía,170,35,0.00,0.00,15700000,"Informational, Transactional","Reviews, Site links, Video, People also ask, Knowledge panel","0.21,0.28,0.53,0.65,0.43,0.53,0.53,0.65,0.53,1.00,0.43,0.06"
logos energía facturas,170,10,0.37,0.21,145000,"Informational, Transactional","Reviews, FAQ, Video, People also ask, Image pack","0.28,0.34,0.53,0.65,0.65,0.65,0.81,1.00,1.00,0.53,0.28,0.21"
luna energía,170,36,0.00,0.05,45800000,Informational,"Reviews, People also ask, Image pack, Video carousel","1.00,0.02,0.07,0.72,0.11,0.02,0.02,0.02,0.00,0.00,0.00,0.00"
mega energía pokémon go,170,25,0.00,0.00,855000,Informational,"Reviews, Site links, People also ask, Image pack, Video carousel","0.00,1.00,0.16,0.01,0.30,0.01,0.05,0.01,0.01,0.01,0.10,0.01"
ministerio de energía turismo y agenda digital,170,34,0.00,0.00,2400000,"Informational, Navigational","Site links, People also ask, Knowledge panel","0.17,0.23,0.23,0.28,0.23,0.23,0.23,0.23,1.00,1.00,1.00,1.00"
ministerio de industria energía y turismo,170,80,0.00,0.00,8910000,Navigational,"Local pack, Reviews, Site links, People also ask, Twitter, Knowledge panel","0.53,1.00,0.80,0.80,0.53,0.80,0.80,1.00,0.80,0.80,0.80,0.65"
más luz energía comercializadora opiniones,170,38,1.90,0.42,589000,Informational,"Local pack, Reviews, Video, People also ask, Image pack","1.00,0.43,0.23,0.43,0.43,0.53,0.53,0.35,0.12,0.28,0.05,0.05"
más luz energía teléfono gratuito,170,34,1.60,0.35,9430000,Informational,"Featured snippet, Local pack, Reviews, Site links, People also ask, Adwords bottom","0.00,0.12,0.35,1.00,0.82,0.82,0.82,0.82,0.43,0.28,0.05,0.05"
másluz energía,170,27,1.31,0.28,588000,Commercial,"Local pack, Reviews, Site links, Video, People also ask, Image pack","0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.59,1.00,0.26,0.11"
másmóvil energía opiniones,170,18,0.86,0.44,85,"Informational, Transactional","Reviews, Site links, FAQ, Video, Image pack","0.53,0.65,0.81,0.81,0.65,1.00,0.65,0.43,0.21,0.28,0.21,0.21"
número de teléfono de endesa energía,170,46,1.90,0.56,61,Navigational,"Local pack, Reviews, Site links, FAQ, People also ask, Image pack, Instant answer, Knowledge panel","0.01,0.05,0.01,1.00,0.01,0.67,0.23,0.15,0.12,0.12,0.12,0.07"
pastillas para el ánimo y energía,170,12,0.25,1.00,441000,Informational,"Reviews, Site links, Video, Image, People also ask, Image pack","1.00,0.80,0.52,0.66,0.33,0.66,0.66,0.80,0.80,1.00,1.00,0.80"
perfecta energía,170,30,1.34,0.78,20700000,Navigational,"Reviews, Site links, Image pack, Video carousel, Knowledge panel","0.42,0.53,0.53,0.53,0.42,0.53,0.65,1.00,0.65,1.00,1.00,1.00"
perfecta energía opiniones,170,24,1.11,0.68,8840000,Navigational,"Reviews, Site links, Video, People also ask, Image pack, Knowledge panel","0.80,1.00,1.00,1.00,0.52,0.52,0.66,0.80,0.66,0.66,0.52,0.42"
petróleo energía,170,39,0.55,0.00,26600000,Informational,"Featured snippet, Video, People also ask, Video carousel","0.04,0.15,0.29,0.36,0.29,0.29,0.36,0.66,0.02,0.02,0.01,0.00"
porque me dan bajones de energía,170,24,0.00,0.01,155000,Informational,"Featured snippet, People also ask","0.65,0.65,0.80,0.65,0.65,1.00,0.80,1.00,0.80,0.80,0.53,0.42"
precio de la energía,170,60,0.69,0.26,136000000,Transactional,"Reviews, Site links, Video, People also ask, Image pack","0.18,0.29,0.35,0.35,0.29,0.29,0.29,1.00,0.43,0.35,0.35,0.29"
precio energía,170,73,0.77,0.26,138000000,Transactional,"Reviews, Site links, Video, Image, People also ask, Image pack","0.53,0.53,0.80,0.80,0.65,0.65,0.80,1.00,1.00,0.65,0.65,0.65"
próxima energía fotos,170,,0.00,0.00,,,,1.00
que es la energía eléctrica,170,45,0.18,0.01,103000000,Informational,"Reviews, Site links, FAQ, Video, People also ask, Knowledge panel","0.01,0.04,0.05,0.07,0.04,0.05,0.07,0.12,0.29,1.00,0.54,0.04"
qué energía mecánica,170,39,0.00,0.00,19900000,Informational,"Reviews, Site links, FAQ, Video, People also ask, Knowledge panel","0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.88,0.04"
qué es la energía térmica,170,36,0.12,0.00,12900000,Informational,"Reviews, Site links, FAQ, Video, Knowledge panel","0.01,0.04,0.05,0.06,0.04,0.06,0.09,0.15,0.54,1.00,1.00,0.36"
radio energía,170,33,0.00,0.00,48800000,Navigational,"Reviews, Site links, Video, Image pack, Knowledge panel","0.23,0.43,1.00,0.53,0.23,0.66,0.66,0.35,0.05,0.28,0.35,0.05"
relajacion aumenta la energía,170,31,0.00,0.00,45200,"Informational, Transactional","Video, Knowledge panel","0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.24,1.00,0.10,0.02"
renovar bono social energía xxi,170,28,1.09,0.02,96,"Informational, Transactional","Reviews, Video, People also ask","0.12,0.23,0.28,0.35,0.53,1.00,0.66,0.53,0.28,0.43,0.35,0.43"
respira energía,170,30,0.69,0.06,3970000,Navigational,"Local pack, Reviews, Site links, Video, Video carousel","0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00"
secretaria de estado de energía,170,29,0.00,0.00,13700000,Informational,"Site links, Video, Image pack","0.53,0.81,1.00,1.00,0.53,0.43,0.65,0.65,0.00,0.00,0.00,0.00"
som energía teléfono gratuito,170,33,1.86,0.36,84,Informational,"Featured snippet, Reviews, Site links, Knowledge panel","0.15,0.43,0.43,0.65,0.53,0.81,0.81,1.00,0.53,0.03,0.34,0.28"
subvenciones energía solar castilla-la mancha 2021,170,11,1.06,0.55,47700,Commercial,"Reviews, FAQ, People also ask","0.20,0.16,0.01,0.01,0.01,0.01,0.03,0.01,0.01,0.01,0.01,0.01"
subvenciones energías renovables 2022,170,45,0.77,0.62,684000,Informational,"Featured snippet, Reviews, Site links, People also ask, Video carousel","0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.66,1.00,1.00,1.00,1.00"
símbolo de la energía,170,28,0.00,0.01,25000000,Informational,"Featured snippet, Reviews, Video, Image, People also ask, Image pack","0.43,0.43,0.66,0.54,0.54,0.54,0.66,0.66,0.00,0.00,0.00,0.00"
teléfono de som energía,170,35,1.92,0.36,83,Commercial,"Local pack, Reviews, Site links, People also ask, Image pack, Twitter","0.03,0.03,0.08,0.13,0.08,1.00,0.03,0.03,0.00,0.00,0.00,0.00"
teléfono gratuito de energía 21,170,29,2.18,0.47,12100000,Informational,"Featured snippet, Reviews, Site links, People also ask","0.80,0.52,0.66,0.66,0.52,1.00,0.80,1.00,0.80,0.80,0.80,0.52"
