Marca,Modelo,Imagen,Consumo_en_modo_encendido_en_el_rango_dinámico_normal_SDR,Clase_de_eficiencia_energetica_en_el_modo_de_alto_rango_dinamico_HDR,Consumo_en_modo_encendido_para_el_alto_rango_dinámico_HDR,Tipo
 VOX Electronics , 65DSW552V ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/G-Left-Red-WithAGScale.png, 109, G, 149, Televisión
 TELEFUNKEN , 43UG8450 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/G-Left-Red-WithAGScale.png, 54, G, 54, Televisión
 TELEFUNKEN , 50UG8450 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/G-Left-Red-WithAGScale.png, 71, G, 71, Televisión
 MATSUDA , ST017 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/E-Left-LightOrange-WithAGScale.png, 12, -, -, Monitor
 Walker , WP4K5522BRD ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/G-Left-Red-WithAGScale.png, 82, G, 123, Televisión
 TECHWOOD , TK65UHDS22B ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/G-Left-Red-WithAGScale.png, 109, G, 149, Televisión
 Walker , WP4K4322BRD ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/G-Left-Red-WithAGScale.png, 54, G, 88, Televisión
 TUCSON , TL43UHDBL22SW ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/G-Left-Red-WithAGScale.png, 54, G, 88, Televisión
 TECHWOOD , TK43QLEDA22TB ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/G-Left-Red-WithAGScale.png, 54, G, 54, Televisión
 JVC , LT-50VA7200 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/E-Left-LightOrange-WithAGScale.png, 54, G, 101, Televisión
 JVC , LT-50VAQ6200 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/E-Left-LightOrange-WithAGScale.png, 54, G, 101, Televisión
 SUNNY , PAR 5000 (SN50FIL403-0216) ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/G-Left-Red-WithAGScale.png, 84, G, 86, Televisión
 Samsung , HG50AU800EU ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/G-Left-Red-WithAGScale.png, 87, G, 124, Televisión
 JVC , Q27WCF ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/G-Left-Red-WithAGScale.png, 28, -, -, Monitor
 Continental Edison , CELED50UHD22B6 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/G-Left-Red-WithAGScale.png, 77, G, 78, Televisión
 SUNNY , PAR 6500 (SN65FIL240-0246) ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/G-Left-Red-WithAGScale.png, 119, G, 155, Televisión
 SUNNY , PAR 5500 (SN55UIL402-0216) ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/G-Left-Red-WithAGScale.png, 86, G, 88, Televisión
 LG Electronics Inc. , 32LQ570B6LA ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/E-Left-LightOrange-WithAGScale.png, 26, G, 35, Televisión
 JVC , LT-50VA6200 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/E-Left-LightOrange-WithAGScale.png, 54, G, 101, Televisión
 LG Electronics Inc. , OLED83G26LA ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/F-Left-DarkOrange-WithAGScale.png, 150, G, 351, Televisión
 LG Electronics Inc. , OLED83G23LA ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/F-Left-DarkOrange-WithAGScale.png, 150, G, 351, Televisión
 electriQ , eiq-49SUWD144FSHQ-V2 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/G-Left-Red-WithAGScale.png, 50, G, 70, Monitor
 Samsung , UE60BU8075U ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/G-Left-Red-WithAGScale.png, 110, G, 172, Televisión
 Samsung , UE75BU8075U ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/G-Left-Red-WithAGScale.png, 156, G, 235, Televisión
 TECHNICAL , LEDS43FHD22B ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/E-Left-LightOrange-WithAGScale.png, 42, G, 60, Televisión
 HIGH ONE , 973301_HI3221HD-MM ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/F-Left-DarkOrange-WithAGScale.png, 32, -, -, Televisión
 HIGH ONE , 973182_HI2413HD-MM ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/F-Left-DarkOrange-WithAGScale.png, 22, -, -, Televisión
 HIGH ONE , 972979_HI3915HD-MM ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/G-Left-Red-WithAGScale.png, 45, -, -, Televisión
 BRAUN Photo Technik GmbH  , DigiFrame 720 Video ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-LightGreen-WithAGScale.png," 3,2", C," 4,8", Otros
 BRAUN Photo Technik GmbH  , DigiFrame 10X WiFi ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-LightGreen-WithAGScale.png," 5,5", C," 7,8", Otros
 BRAUN Photo Technik GmbH  , DigiFrame 17 Motion ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-LightGreen-WithAGScale.png, 11, C," 12,5", Otros
 AG Neovo , MD-2702 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/D-Left-Yellow-WithAGScale.png, 16, -, -, Monitor
 SiComputer , NC27 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/D-Left-Yellow-WithAGScale.png," 16,5", -, -, Monitor
 MEDION , MD 22000 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/D-Left-Yellow-WithAGScale.png, 14, -, -, Monitor
 BRAUN Photo Technik GmbH  , DigiFrame 1518 WiFi ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/D-Left-Yellow-WithAGScale.png," 6,8", D," 8,5", Otros
 AG Neovo , SC-2202 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/E-Left-LightOrange-WithAGScale.png," 15,6", -, -, Monitor
 ALLVIEW , 24ATC6000-H  ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/E-Left-LightOrange-WithAGScale.png, 18, -, -, Televisión
 ALLVIEW , 32ATC6000-H ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/E-Left-LightOrange-WithAGScale.png, 26, -, -, Televisión
 Silver , IP-LE55/410885 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/E-Left-LightOrange-WithAGScale.png, 63, E, 64, Televisión
 Planar , PXN2410 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/E-Left-LightOrange-WithAGScale.png, 17, -, -, Monitor
 IIYAMA CORPORATION , T2236MSC-B3AG ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/E-Left-LightOrange-WithAGScale.png," 15,6", -, -, Monitor
 Planar , PXV2410 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/E-Left-LightOrange-WithAGScale.png, 17, -, -, Monitor
 Planar , PZD2410 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/E-Left-LightOrange-WithAGScale.png, 18, -, -, Monitor
 IIYAMA CORPORATION , T2236MSC-B3 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/E-Left-LightOrange-WithAGScale.png," 15,6", -, -, Monitor
 TELECO s.p.a , TEK32W9 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/E-Left-LightOrange-WithAGScale.png, 26, -, -, Televisión
 Gearlab , GLB223005 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/E-Left-LightOrange-WithAGScale.png," 16,3", -, -, Monitor
 Tesla , 32E320BH ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/E-Left-LightOrange-WithAGScale.png, 26, -, -, Televisión
 Silver , IP-QLE55/411561 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/E-Left-LightOrange-WithAGScale.png, 63, E, 64, Televisión
 Silver , IP-LE32/495523 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/E-Left-LightOrange-WithAGScale.png, 26, -, -, Televisión
 SURFLINE , 32SF21BHD ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/E-Left-LightOrange-WithAGScale.png," 25,3", -, -, Televisión
 Tesla , 43E320BF ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/E-Left-LightOrange-WithAGScale.png, 42, -, -, Televisión
 Silver , IP-QLE50/411579 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/E-Left-LightOrange-WithAGScale.png, 53, E, 54, Televisión
 Silver , IP-LE40/411320 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/E-Left-LightOrange-WithAGScale.png, 36, -, -, Televisión
 SURFLINE , SRF42FHD21 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/E-Left-LightOrange-WithAGScale.png, 40, G, 60, Televisión
 EDENWOOD , 972816_ED32C05UH-VE ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/F-Left-DarkOrange-WithAGScale.png," 3,2", F," 3,2", Televisión
 HYUNDAI , HY-TVS32HD-010 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/F-Left-DarkOrange-WithAGScale.png, 30, -, -, Televisión
 DUAL , DL-32SHD-DG21-NS0018 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/F-Left-DarkOrange-WithAGScale.png, 30, -, -, Televisión
 TELECO s.p.a , TEK24W9 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/F-Left-DarkOrange-WithAGScale.png, 20, -, -, Televisión
 DUAL , DL-32HD-DG21-NS0015 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/F-Left-DarkOrange-WithAGScale.png, 28, -, -, Televisión
 NAVON , N40FHDS220 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/F-Left-DarkOrange-WithAGScale.png, 45, G, 75, Televisión
 Silver , IP-LE65/409213 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/F-Left-DarkOrange-WithAGScale.png, 101, F, 102, Televisión
 TELECO s.p.a , TEK22W9 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/F-Left-DarkOrange-WithAGScale.png," 17,5", -, -, Televisión
 acer , VG272 X ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/F-Left-DarkOrange-WithAGScale.png," 25,8", G," 34,1", Monitor
 Dahua , DHI-LM24-H200 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/F-Left-DarkOrange-WithAGScale.png, 21, -, -, Monitor
 acer , XV252Q LV ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/F-Left-DarkOrange-WithAGScale.png," 22,6", G," 28,8", Monitor
 acer , CBA242Y ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/F-Left-DarkOrange-WithAGScale.png," 21,8", -, -, Monitor
 VOX Electronics , 43ADS315FL ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/F-Left-DarkOrange-WithAGScale.png, 43, -, -, Televisión
 Engel , LE4392ATV ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/F-Left-DarkOrange-WithAGScale.png, 50, F, 50, Televisión
 DUAL , DL-TV32HD-001-DG22-DU0002 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/F-Left-DarkOrange-WithAGScale.png, 28, -, -, Televisión
 TELECO s.p.a , TEK19W9 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/F-Left-DarkOrange-WithAGScale.png," 14,4", -, -, Televisión
 acer , VG252Q LV ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/F-Left-DarkOrange-WithAGScale.png," 22,6", G," 28,8", Monitor
 YASHI , YZ2469 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/F-Left-DarkOrange-WithAGScale.png," 24,9", -, -, Monitor
 POLAROID , TVS32HDPR04 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/F-Left-DarkOrange-WithAGScale.png, 30, -, -, Televisión
 OK. , OK. ODL 32720HH-DIB ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/F-Left-DarkOrange-WithAGScale.png, 32, G, 45, Televisión
 POLAROID , TQL32R4PR030 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/F-Left-DarkOrange-WithAGScale.png, 28, -, -, Televisión
 XIAOMI , L32M7-7AEU ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/F-Left-DarkOrange-WithAGScale.png, 27, -, -, Televisión
 NAVON , N40FHD200 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/F-Left-DarkOrange-WithAGScale.png, 45, -, -, Televisión
 acer , KG252Q X ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/F-Left-DarkOrange-WithAGScale.png," 22,6", G, 27, Monitor
 NORDMENDE , ARF24HDRSM ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/F-Left-DarkOrange-WithAGScale.png, 22, G, 32, Televisión
 SURFLINE , 32S21BFHD ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/F-Left-DarkOrange-WithAGScale.png, 32, G, 45, Televisión
 NILOX , NXMMIPS240004 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/F-Left-DarkOrange-WithAGScale.png," 24,9", -, -, Monitor
 HYUNDAI , HY-TQL32R4-014 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/F-Left-DarkOrange-WithAGScale.png, 28, -, -, Televisión
