Type,Title,eclrow,Content,eclrow2,Content3,eclrow5,Image
 Joule Cyclone , TCEMVI-0400LFC ,Standing loss, 102,Storage volume, 390, Liters ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-Yellow.png
 Joule Cyclone , TCEMVI-0500LFC ,Standing loss, 115,Storage volume, 495, Liters ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-Yellow.png
 Joule Cyclone , TCEMVI-0600LFC ,Standing loss, 119,Storage volume, 587, Liters ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-Yellow.png
 Joule Cyclone , TCEMVK-20090FC ,Standing loss, 92,Storage volume, 276, Liters ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-Yellow.png
 Joule Cyclone , TCIMVS-0400LEC ,Standing loss, 95,Storage volume, 385, Liters ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-Yellow.png
 Joule Cyclone , TCEMVJ300200FC ,Standing loss, 92,Storage volume, 286, Liters ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-Yellow.png
 Joule Cyclone , TCKMVH-0300NFC ,Standing loss, 92,Storage volume, 290, Liters ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-Yellow.png
 Joule Cyclone , TCKMVG-0300NFC ,Standing loss, 92,Storage volume, 275, Liters ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-Yellow.png
 Joule Cyclone , TCKMVH-0400LFC ,Standing loss, 102,Storage volume, 390, Liters ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-Yellow.png
 Joule Cyclone , TCLMVJ-30130FC ,Standing loss, 90,Storage volume, 287, Liters ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-Yellow.png
 Joule Cyclone , TCLMVJ-40130FC ,Standing loss, 102,Storage volume, 378, Liters ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-Yellow.png
 Joule Cyclone , TCLWVK-30013FC ,Standing loss, 90,Storage volume, 287, Liters ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-Yellow.png
 Joule Cyclone , TCLWVK-30090FC ,Standing loss, 94,Storage volume, 275, Liters ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-Yellow.png
 Joule Cyclone , TCLMVJ-15060FC ,Standing loss, 68,Storage volume, 137, Liters ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-Yellow.png
 Joule Cyclone , TCLMVJ-18060FC ,Standing loss, 68,Storage volume, 169, Liters ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-Yellow.png
 Joule Cyclone , TCFMVI-0500LFC ,Standing loss, 115,Storage volume, 495, Liters ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-Yellow.png
 Joule Cyclone , TCFMVS-0500LFC ,Standing loss, 115,Storage volume, 485, Liters ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-Yellow.png
 Joule Cyclone , TCIMVG-0400LFC ,Standing loss, 102,Storage volume, 390, Liters ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-Yellow.png
 Joule Cyclone , TCIMVH-0300NFC ,Standing loss, 92,Storage volume, 290, Liters ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-Yellow.png
 Joule Cyclone , TCIMVH-0250LFC ,Standing loss, 87,Storage volume, 247, Liters ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-Yellow.png
 Joule Cyclone , TCEMVI-0150SFC ,Standing loss, 68,Storage volume, 148, Liters ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-Yellow.png
 Joule Cyclone , TCEMVI-0250NFC ,Standing loss, 87,Storage volume, 247, Liters ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-Yellow.png
 Joule Cyclone , TCIMHI-0125LFB ,Standing loss, 54,Storage volume, 124, Liters ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-Yellow.png
 Joule Cyclone , TCEMVS-0200SFC ,Standing loss, 84,Storage volume, 192, Liters ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-Yellow.png
 Joule Cyclone , TCEMVS-0300NFC ,Standing loss, 92,Storage volume, 290, Liters ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-Yellow.png
 Joule Cyclone , TCEMVS-0400LFC ,Standing loss, 102,Storage volume, 390, Liters ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-Yellow.png
 Joule Cyclone , TCLWV3-30200FC ,Standing loss, 90,Storage volume, 287, Liters ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-Yellow.png
 Joule Cyclone , TCLMVJ-50130FC ,Standing loss, 115,Storage volume, 475, Liters ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-Yellow.png
 Joule Cyclone , TCLWVK-20090FC ,Standing loss, 83,Storage volume, 186, Liters ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-Yellow.png
 Joule Cyclone , TCFMVI-0600LFC ,Standing loss, 119,Storage volume, 587, Liters ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-Yellow.png
 Joule Cyclone , TCFMVS-0800LFC ,Standing loss, 121,Storage volume, 732, Liters ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-Yellow.png
 Joule Cyclone , TCIMVI-0750LFC ,Standing loss, 121,Storage volume, 766, Liters ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-Yellow.png
 Joule Cyclone , TCIMVG-0200LFC ,Standing loss, 78,Storage volume, 194, Liters ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-Yellow.png
 Joule Cyclone , TCIMVG-0200SFC ,Standing loss, 82,Storage volume, 182, Liters ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-Yellow.png
 Joule Cyclone , TCIMVS-0600LFC ,Standing loss, 119,Storage volume, 574, Liters ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-Yellow.png
 Joule Cyclone , TCEMVI-0300LFD ,Standing loss, 92,Storage volume, 290, Liters ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-Yellow.png
 AUSTRIA EMAIL , A34468 ,Standing loss, 49,Storage volume, 100, Liters ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-LightGreen.png
 TESY , GCVSL 803830 B11 TSRP (TIN: 304664) ,Standing loss, 43,Storage volume, 77, Liters ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-MediumGreen.png
 ELDOM , BC 500K80 ,Standing loss, 73,Storage volume, 491, Liters ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-LightGreen.png
 ELDOM , FV50080S ,Standing loss, 71,Storage volume, 476, Liters ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-LightGreen.png
 ELDOM , 72280MDSR ,Standing loss, 55,Storage volume, 142, Liters ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-LightGreen.png
 AUSTRIA EMAIL , A26749 ,Standing loss, 73,Storage volume, 350, Liters ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-LightGreen.png
 AUSTRIA EMAIL , A26748 ,Standing loss, 73,Storage volume, 400, Liters ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-LightGreen.png
 Zantia , 300L 2S (0202-0709R) ,Standing loss, 52,Storage volume, 258, Liters ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-LightGreen.png
 AQUAHOT GLASSLINE , 72280MGNT ,Standing loss, 54,Storage volume, 144, Liters ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-LightGreen.png
 ELDOM , BC 500K85 ,Standing loss, 60,Storage volume, 491, Liters ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-MediumGreen.png
 TESY , GCVS 803830 B11 TSRP (TIN: 304663) ,Standing loss, 43,Storage volume, 77, Liters ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-MediumGreen.png
 AUSTRIA EMAIL , A25683 ,Standing loss, 67,Storage volume, 300, Liters ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-LightGreen.png
 AUSTRIA EMAIL , A28918 ,Standing loss, 57,Storage volume, 200, Liters ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-LightGreen.png
 AUSTRIA EMAIL , A14862 ,Standing loss, 60,Storage volume, 150, Liters ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-Yellow.png
 AQUAHOT GLASSLINE , 72270GNT ,Standing loss, 48,Storage volume, 91, Liters ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-LightGreen.png
 AQUAHOT GLASSLINE , 72265GNT ,Standing loss, 45,Storage volume, 76, Liters ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-LightGreen.png
 ELDOM , BCH 500K85 ,Standing loss, 60,Storage volume, 491, Liters ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-MediumGreen.png
 TESY , GCV6SL 804430 B11 TSRP (TIN: 304666) ,Standing loss, 61,Storage volume, 79, Liters ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-Yellow.png
 Saunier Duval Brand Group , VNR 100 M ,Standing loss, 35,Storage volume, 101, Liters ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-MediumGreen.png
 Saunier Duval Brand Group , FNR 200 B ,Standing loss, 56,Storage volume, 202, Liters ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-LightGreen.png
 tecalor , TSBC 300 plus ,Standing loss, 61,Storage volume, 291, Liters ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-LightGreen.png
 tecalor , TSBC 300 L plus ,Standing loss, 61,Storage volume, 291, Liters ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-LightGreen.png
 Protherm , WE 75/2 ME ,Standing loss, 42,Storage volume, 79, Liters ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-LightGreen.png
 Saunier Duval , WE L 75/2 ME ,Standing loss, 42,Storage volume, 79, Liters ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-LightGreen.png
 ELDOM , FV20060SE ,Standing loss, 48,Storage volume, 186, Liters ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-LightGreen.png
 ELDOM , BCE 500K85 ,Standing loss, 60,Storage volume, 491, Liters ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-MediumGreen.png
 NEUTRAL , 20132804 ,Standing loss, 73,Storage volume, 120, Liters ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-Yellow.png
 unitec Energietechnik GmbH , CWS2 / 500 ,Standing loss, 81,Storage volume, 464, Liters ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-LightGreen.png
 GALANTA , BC 500K85 ,Standing loss, 60,Storage volume, 491, Liters ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-LightGreen.png
 GALANTA , WV12046SL ,Standing loss, 51,Storage volume, 112, Liters ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-LightGreen.png
 SolarTerm , FV20060S2 ,Standing loss, 49,Storage volume, 184, Liters ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-LightGreen.png
 ELDOM , BCE 500K80 ,Standing loss, 73,Storage volume, 491, Liters ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-LightGreen.png
 AUSTRIA EMAIL , A28917 ,Standing loss, 40,Storage volume, 200, Liters ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-MediumGreen.png
 AUSTRIA EMAIL , A26747 ,Standing loss, 53,Storage volume, 400, Liters ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-MediumGreen.png
 AUSTRIA EMAIL , A26746 ,Standing loss, 53,Storage volume, 400, Liters ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-MediumGreen.png
 AUSTRIA EMAIL , A26904 ,Standing loss, 56,Storage volume, 500, Liters ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-MediumGreen.png
 AUSTRIA EMAIL , A29934 ,Standing loss, 56,Storage volume, 500, Liters ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-MediumGreen.png
 AUSTRIA EMAIL , A25682 ,Standing loss, 49,Storage volume, 300, Liters ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-MediumGreen.png
 AUSTRIA EMAIL , A25507 ,Standing loss, 49,Storage volume, 300, Liters ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-MediumGreen.png
 AUSTRIA EMAIL , A28822 ,Standing loss, 38,Storage volume, 160, Liters ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-MediumGreen.png
 AUSTRIA EMAIL , A23340 ,Standing loss, 40,Storage volume, 200, Liters ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-MediumGreen.png
 ARISTON , PRO1 R 100 VTS/3 EU 3201925 ,Standing loss, 67,Storage volume, 94, Liters ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-Yellow.png
 ARISTON , PRO1 R 100 VTD/3 EU 3201924 ,Standing loss, 67,Storage volume, 94, Liters ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-Yellow.png
 Thermia , MBH 200 Inverter Mini Design 086L5680 ,Standing loss, 59,Storage volume, 172, Liters ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-LightGreen.png
 ARISTON , PRO1 R 80 VTD/3 EU 3201922 ,Standing loss, 63,Storage volume, 74, Liters ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-Yellow.png
 CTC , CTC FERROMODUL T295 L ,Standing loss, 84,Storage volume, 295, Liters ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-Yellow.png
 unitec Energietechnik GmbH , WPX1 / 500 ,Standing loss, 74,Storage volume, 485, Liters ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-LightGreen.png
 ELDOM , FV20060IS2E ,Standing loss, 49,Storage volume, 184, Liters ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-LightGreen.png
 OSO Hotwater AS , SB 180 - 2 kW/1x230V - BASIX (4 STK) ,Standing loss, 59,Storage volume, 167, Liters ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/D-Left-LightOrange.png
 GALANTA , 72265GNT ,Standing loss, 45,Storage volume, 76, Liters ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-LightGreen.png
 GALANTA , 72265GNTR ,Standing loss, 45,Storage volume, 76, Liters ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-LightGreen.png
 ELDOM , FV20060IS ,Standing loss, 48,Storage volume, 186, Liters ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-LightGreen.png
 unitec Energietechnik GmbH , EWS2 / 300 WP ,Standing loss, 65,Storage volume, 312, Liters ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-LightGreen.png
 ELDOM , FV50080S2 ,Standing loss, 76,Storage volume, 465, Liters ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-LightGreen.png
 ARISTON , PRO1 R 80 VTS/3 EU 3201923 ,Standing loss, 63,Storage volume, 74, Liters ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-Yellow.png
 GDTS , MDHW 335 ,Standing loss, 68,Storage volume, 329, Liters ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-LightGreen.png
 DOMUSA TEKNIK , TDCL000045 ,Standing loss, 82,Storage volume, 280, Liters ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-Yellow.png
 DOMUSA TEKNIK , TDCL000042 ,Standing loss, 70,Storage volume, 200, Liters ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-Yellow.png
 DOMUSA TEKNIK , TDCL000043 ,Standing loss, 75,Storage volume, 300, Liters ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-Yellow.png
 DOMUSA TEKNIK , TDCL000044 ,Standing loss, 80,Storage volume, 250, Liters ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-Yellow.png
 DOMUSA TEKNIK , TDCL000041 ,Standing loss, 65,Storage volume, 150, Liters ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-Yellow.png
 ONNLINE , W-E 220.82 ONN CGE950 ,Standing loss, 83,Storage volume, 206, Liters ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-Yellow.png
 ONNLINE , W-E 150.81 ONN CGE952 ,Standing loss, 69,Storage volume, 144, Liters ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-Yellow.png
 ONNLINE , W-E 220.81 ONN CGE948 ,Standing loss, 78,Storage volume, 211, Liters ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-Yellow.png
 ONNLINE , W-E 300.81 ONN CGE949 ,Standing loss, 84,Storage volume, 279, Liters ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-Yellow.png
 ONNLINE , W-E 300.82 ONN CGE951 ,Standing loss, 89,Storage volume, 271, Liters ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-Yellow.png
 THERMITAL , 20139242 ,Standing loss, 78,Storage volume, 407, Liters ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-LightGreen.png
 GALANTA , WV10046SL ,Standing loss, 47,Storage volume, 91, Liters ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-LightGreen.png
 GALANTA , WV12046S2L ,Standing loss, 51,Storage volume, 111, Liters ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-LightGreen.png
 ELDOM , FV20060IS21 ,Standing loss, 52,Storage volume, 184, Liters ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-LightGreen.png
 Ferroli , ECOUNIT 200-1 WB ,Standing loss, 81,Storage volume, 177, Liters ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-Yellow.png
 Ferroli , ECOUNIT 150-1 WB ,Standing loss, 73,Storage volume, 138, Liters ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-Yellow.png
 Ferroli , ECOUNIT 300-1 WB ,Standing loss, 90,Storage volume, 271, Liters ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-Yellow.png
 ELÍZ , EURO 200 XTL ,Standing loss, 84,Storage volume, 186, Liters ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-Yellow.png
 GALANTA , BC 300K ,Standing loss, 50,Storage volume, 272, Liters ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-LightGreen.png
 GALANTA , BC 500K ,Standing loss, 60,Storage volume, 491, Liters ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-LightGreen.png
 GALANTA , WV08039SL ,Standing loss, 44,Storage volume, 73, Liters ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-LightGreen.png
 ELDOM , FV50085ISE ,Standing loss, 60,Storage volume, 476, Liters ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-MediumGreen.png
 GALANTA , 72280MS2 ,Standing loss, 54,Storage volume, 140, Liters ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-LightGreen.png
 ELDOM , 72280MDS ,Standing loss, 55,Storage volume, 142, Liters ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-LightGreen.png
 KOSPEL S.A. , SWPC - 300 ,Standing loss, 96,Storage volume, 275, Liters ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-Yellow.png
 SIME , BS FAST 500 ,Standing loss, 90,Storage volume, 429, Liters ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-Yellow.png
 ARISTON ," PRO1 R 80 VTD 1,8K PL EU 3201908 ",Standing loss, 63,Storage volume, 74, Liters ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-Yellow.png
 ARISTON ," PRO1 R 100 VTD 1,8K PL EU 3201909 ",Standing loss, 67,Storage volume, 94, Liters ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-Yellow.png
 ELDOM , FV20060ISE ,Standing loss, 48,Storage volume, 186, Liters ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-LightGreen.png
 GALANTA , 72270GNT ,Standing loss, 48,Storage volume, 91, Liters ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-LightGreen.png
 Bosch , 7735500522 ,Standing loss, 31,Storage volume, 112, Liters ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-MediumGreen.png
 Buderus , 7735500498 ,Standing loss, 39,Storage volume, 200, Liters ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-MediumGreen.png
 Bosch , 7735500506 ,Standing loss, 39,Storage volume, 160, Liters ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-MediumGreen.png
 Buderus , 7735500497 ,Standing loss, 39,Storage volume, 160, Liters ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-MediumGreen.png
 Buderus , 7735500495 ,Standing loss, 31,Storage volume, 112, Liters ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-MediumGreen.png
 Bosch , 7735500507 ,Standing loss, 39,Storage volume, 200, Liters ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-MediumGreen.png
