Type,Title,ngstarinserted__divcontains_class_ecludnone,ngstarinserted__divcontains_class_ecludnone3,eclrow,eclrow5,eclrow7,Content8,eclrow9,Image
 GastroHero , GNH3260TN ,Annual energy consumption, 1 388,Sum of the volumes of the frozen compartment(s), 0,Sum of the volumes of the frozen chill compartment(s) and the unfrozen compartment(s), 221, 221,https://eprel.ec.europa.eu/assets/images/label/thumbnails/D-Left-Yellow-WithAGScale.png
 GastroHero , SFH40VS ,Annual energy consumption, 1 816,Sum of the volumes of the frozen compartment(s), 206,Sum of the volumes of the frozen chill compartment(s) and the unfrozen compartment(s), 206, 206,https://eprel.ec.europa.eu/assets/images/label/thumbnails/D-Left-Yellow-WithAGScale.png
 CURTISS , OKM330L3 ,Annual energy consumption, 187,Sum of the volumes of the frozen compartment(s), 96,Sum of the volumes of the frozen chill compartment(s) and the unfrozen compartment(s), 219, 219,https://eprel.ec.europa.eu/assets/images/label/thumbnails/D-Left-Yellow-WithAGScale.png
 GastroHero , SRH60S ,Annual energy consumption, 896,Sum of the volumes of the frozen compartment(s), 0,Sum of the volumes of the frozen chill compartment(s) and the unfrozen compartment(s), 376, 376,https://eprel.ec.europa.eu/assets/images/label/thumbnails/D-Left-Yellow-WithAGScale.png
 GastroHero , SRH40S ,Annual energy consumption, 603,Sum of the volumes of the frozen compartment(s), 0,Sum of the volumes of the frozen chill compartment(s) and the unfrozen compartment(s), 239, 239,https://eprel.ec.europa.eu/assets/images/label/thumbnails/D-Left-Yellow-WithAGScale.png
 GastroHero , GNH2240TN ,Annual energy consumption, 1 323,Sum of the volumes of the frozen compartment(s), 0,Sum of the volumes of the frozen chill compartment(s) and the unfrozen compartment(s), 147, 147,https://eprel.ec.europa.eu/assets/images/label/thumbnails/D-Left-Yellow-WithAGScale.png
 GastroHero , SFH60VS ,Annual energy consumption, 2 260,Sum of the volumes of the frozen compartment(s), 321,Sum of the volumes of the frozen chill compartment(s) and the unfrozen compartment(s), 321, 321,https://eprel.ec.europa.eu/assets/images/label/thumbnails/D-Left-Yellow-WithAGScale.png
 GastroHero , SRH60 ,Annual energy consumption, 896,Sum of the volumes of the frozen compartment(s), 0,Sum of the volumes of the frozen chill compartment(s) and the unfrozen compartment(s), 376, 376,https://eprel.ec.europa.eu/assets/images/label/thumbnails/D-Left-Yellow-WithAGScale.png
 GastroHero , GNH3160TN ,Annual energy consumption, 1 388,Sum of the volumes of the frozen compartment(s), 0,Sum of the volumes of the frozen chill compartment(s) and the unfrozen compartment(s), 221, 221,https://eprel.ec.europa.eu/assets/images/label/thumbnails/D-Left-Yellow-WithAGScale.png
 GastroHero , SFH60V ,Annual energy consumption, 2 260,Sum of the volumes of the frozen compartment(s), 321,Sum of the volumes of the frozen chill compartment(s) and the unfrozen compartment(s), 321, 321,https://eprel.ec.europa.eu/assets/images/label/thumbnails/D-Left-Yellow-WithAGScale.png
 GastroHero , GNH4120TN ,Annual energy consumption, 2 090,Sum of the volumes of the frozen compartment(s), 0,Sum of the volumes of the frozen chill compartment(s) and the unfrozen compartment(s), 390, 390,https://eprel.ec.europa.eu/assets/images/label/thumbnails/E-Left-LightOrange-WithAGScale.png
 GastroHero , SH901-4D ,Annual energy consumption, 1 737,Sum of the volumes of the frozen compartment(s), -,Sum of the volumes of the frozen chill compartment(s) and the unfrozen compartment(s), 109, 109,https://eprel.ec.europa.eu/assets/images/label/thumbnails/E-Left-LightOrange-WithAGScale.png
 Bosch , KGN39MBER ,Annual energy consumption, 238,Sum of the volumes of the frozen compartment(s), 89,Sum of the volumes of the frozen chill compartment(s) and the unfrozen compartment(s), 279, 279,https://eprel.ec.europa.eu/assets/images/label/thumbnails/E-Left-LightOrange-WithAGScale.png
 GastroHero , GEH800BT ,Annual energy consumption, 3 650,Sum of the volumes of the frozen compartment(s), 583,Sum of the volumes of the frozen chill compartment(s) and the unfrozen compartment(s), 583, 583,https://eprel.ec.europa.eu/assets/images/label/thumbnails/E-Left-LightOrange-WithAGScale.png
 EAS ELECTRIC SMART TECHNOLOGY , EMC206ASGN ,Annual energy consumption, 265,Sum of the volumes of the frozen compartment(s), 122,Sum of the volumes of the frozen chill compartment(s) and the unfrozen compartment(s), 256, 256,https://eprel.ec.europa.eu/assets/images/label/thumbnails/E-Left-LightOrange-WithAGScale.png
 GastroHero , SH901-2D ,Annual energy consumption, 1 776,Sum of the volumes of the frozen compartment(s), -,Sum of the volumes of the frozen chill compartment(s) and the unfrozen compartment(s), 147, 147,https://eprel.ec.europa.eu/assets/images/label/thumbnails/E-Left-LightOrange-WithAGScale.png
 GastroHero , SH901 ,Annual energy consumption, 1 845,Sum of the volumes of the frozen compartment(s), 0,Sum of the volumes of the frozen chill compartment(s) and the unfrozen compartment(s), 159, 159,https://eprel.ec.europa.eu/assets/images/label/thumbnails/E-Left-LightOrange-WithAGScale.png
 GastroHero , GNH4140TN ,Annual energy consumption, 2 099,Sum of the volumes of the frozen compartment(s), 0,Sum of the volumes of the frozen chill compartment(s) and the unfrozen compartment(s), 358, 358,https://eprel.ec.europa.eu/assets/images/label/thumbnails/E-Left-LightOrange-WithAGScale.png
 GastroHero , GNH4160TN ,Annual energy consumption, 2 108,Sum of the volumes of the frozen compartment(s), 0,Sum of the volumes of the frozen chill compartment(s) and the unfrozen compartment(s), 327, 327,https://eprel.ec.europa.eu/assets/images/label/thumbnails/E-Left-LightOrange-WithAGScale.png
 GastroHero , GNH4180TN ,Annual energy consumption, 2 111,Sum of the volumes of the frozen compartment(s), 0,Sum of the volumes of the frozen chill compartment(s) and the unfrozen compartment(s), 295, 295,https://eprel.ec.europa.eu/assets/images/label/thumbnails/E-Left-LightOrange-WithAGScale.png
 GastroHero , GNH4260TN ,Annual energy consumption, 2 108,Sum of the volumes of the frozen compartment(s), 0,Sum of the volumes of the frozen chill compartment(s) and the unfrozen compartment(s), 327, 327,https://eprel.ec.europa.eu/assets/images/label/thumbnails/E-Left-LightOrange-WithAGScale.png
 Bosch , KAN93VIFP ,Annual energy consumption, 413,Sum of the volumes of the frozen compartment(s), 208,Sum of the volumes of the frozen chill compartment(s) and the unfrozen compartment(s), 372, 372,https://eprel.ec.europa.eu/assets/images/label/thumbnails/F-Left-DarkOrange-WithAGScale.png
 ELECTRA , EFZ197IE ,Annual energy consumption, 289,Sum of the volumes of the frozen compartment(s), 197,Sum of the volumes of the frozen chill compartment(s) and the unfrozen compartment(s), 0, 0,https://eprel.ec.europa.eu/assets/images/label/thumbnails/F-Left-DarkOrange-WithAGScale.png
 ELECTRA , ECFF5050IE ,Annual energy consumption, 290,Sum of the volumes of the frozen compartment(s), 85,Sum of the volumes of the frozen chill compartment(s) and the unfrozen compartment(s), 145, 145,https://eprel.ec.europa.eu/assets/images/label/thumbnails/F-Left-DarkOrange-WithAGScale.png
 ELECTRA , ECS7030IE ,Annual energy consumption, 269,Sum of the volumes of the frozen compartment(s), 68,Sum of the volumes of the frozen chill compartment(s) and the unfrozen compartment(s), 181, 181,https://eprel.ec.europa.eu/assets/images/label/thumbnails/F-Left-DarkOrange-WithAGScale.png
 ELECTRA , EFZ197IE ,Annual energy consumption, 289,Sum of the volumes of the frozen compartment(s), 197,Sum of the volumes of the frozen chill compartment(s) and the unfrozen compartment(s), -, -,https://eprel.ec.europa.eu/assets/images/label/thumbnails/F-Left-DarkOrange-WithAGScale.png
 ELECTRA , ELF300IE ,Annual energy consumption, 140,Sum of the volumes of the frozen compartment(s), -,Sum of the volumes of the frozen chill compartment(s) and the unfrozen compartment(s), 294, 294,https://eprel.ec.europa.eu/assets/images/label/thumbnails/F-Left-DarkOrange-WithAGScale.png
 Siemens , KA93NVIFP ,Annual energy consumption, 413,Sum of the volumes of the frozen compartment(s), 208,Sum of the volumes of the frozen chill compartment(s) and the unfrozen compartment(s), 372, 372,https://eprel.ec.europa.eu/assets/images/label/thumbnails/F-Left-DarkOrange-WithAGScale.png
 Bosch , KAN93VIFPG ,Annual energy consumption, 413,Sum of the volumes of the frozen compartment(s), 208,Sum of the volumes of the frozen chill compartment(s) and the unfrozen compartment(s), 372, 372,https://eprel.ec.europa.eu/assets/images/label/thumbnails/F-Left-DarkOrange-WithAGScale.png
 HAUSMEISTER , HM3108N ,Annual energy consumption, 107,Sum of the volumes of the frozen compartment(s), 0,Sum of the volumes of the frozen chill compartment(s) and the unfrozen compartment(s), 93, 93,https://eprel.ec.europa.eu/assets/images/label/thumbnails/F-Left-DarkOrange-WithAGScale.png
 ELECTRA , EFUF115IE ,Annual energy consumption, 187,Sum of the volumes of the frozen compartment(s), 17,Sum of the volumes of the frozen chill compartment(s) and the unfrozen compartment(s), 98, 98,https://eprel.ec.europa.eu/assets/images/label/thumbnails/F-Left-DarkOrange-WithAGScale.png
 Siemens , KA92DHXFP ,Annual energy consumption, 419,Sum of the volumes of the frozen compartment(s), 209,Sum of the volumes of the frozen chill compartment(s) and the unfrozen compartment(s), 376, 376,https://eprel.ec.europa.eu/assets/images/label/thumbnails/F-Left-DarkOrange-WithAGScale.png
 ELECTRA , EFUL133IE ,Annual energy consumption, 116,Sum of the volumes of the frozen compartment(s), 0,Sum of the volumes of the frozen chill compartment(s) and the unfrozen compartment(s), 134, 134,https://eprel.ec.europa.eu/assets/images/label/thumbnails/F-Left-DarkOrange-WithAGScale.png
 ELECTRA , ECFF7030IE ,Annual energy consumption, 273,Sum of the volumes of the frozen compartment(s), 63,Sum of the volumes of the frozen chill compartment(s) and the unfrozen compartment(s), 180, 180,https://eprel.ec.europa.eu/assets/images/label/thumbnails/F-Left-DarkOrange-WithAGScale.png
 ELECTRA , ELF300IE ,Annual energy consumption, 140,Sum of the volumes of the frozen compartment(s), 0,Sum of the volumes of the frozen chill compartment(s) and the unfrozen compartment(s), 294, 294,https://eprel.ec.europa.eu/assets/images/label/thumbnails/F-Left-DarkOrange-WithAGScale.png
 ELECTRA , ECS5050IE ,Annual energy consumption, 279,Sum of the volumes of the frozen compartment(s), 94,Sum of the volumes of the frozen chill compartment(s) and the unfrozen compartment(s), 146, 146,https://eprel.ec.europa.eu/assets/images/label/thumbnails/F-Left-DarkOrange-WithAGScale.png
 ELECTRA , EFUZ93IE ,Annual energy consumption, 220,Sum of the volumes of the frozen compartment(s), 96,Sum of the volumes of the frozen chill compartment(s) and the unfrozen compartment(s), -, -,https://eprel.ec.europa.eu/assets/images/label/thumbnails/F-Left-DarkOrange-WithAGScale.png
 ELECTRA , EFUL133IE ,Annual energy consumption, 116,Sum of the volumes of the frozen compartment(s), -,Sum of the volumes of the frozen chill compartment(s) and the unfrozen compartment(s), 134, 134,https://eprel.ec.europa.eu/assets/images/label/thumbnails/F-Left-DarkOrange-WithAGScale.png
 GastroHero , SNACKH400TN ,Annual energy consumption, 802,Sum of the volumes of the frozen compartment(s), -,Sum of the volumes of the frozen chill compartment(s) and the unfrozen compartment(s), 312, 312,https://eprel.ec.europa.eu/assets/images/label/thumbnails/F-Left-DarkOrange-WithAGScale.png
 SB , SB3033/1 ,Annual energy consumption, 147,Sum of the volumes of the frozen compartment(s), -,Sum of the volumes of the frozen chill compartment(s) and the unfrozen compartment(s), 250, 250,https://eprel.ec.europa.eu/assets/images/label/thumbnails/G-Left-Red-WithAGScale.png
 PKM , SBS440.4A+NF B ,Annual energy consumption, 345,Sum of the volumes of the frozen compartment(s), 173,Sum of the volumes of the frozen chill compartment(s) and the unfrozen compartment(s), 272, 272,https://eprel.ec.europa.eu/assets/images/label/thumbnails/F-Left-DarkOrange-WithAGScale.png
 Bosch , KAD92HBFP ,Annual energy consumption, 419,Sum of the volumes of the frozen compartment(s), 209,Sum of the volumes of the frozen chill compartment(s) and the unfrozen compartment(s), 376, 376,https://eprel.ec.europa.eu/assets/images/label/thumbnails/F-Left-DarkOrange-WithAGScale.png
 PKM , SBS440.4A+NF SI ,Annual energy consumption, 345,Sum of the volumes of the frozen compartment(s), 173,Sum of the volumes of the frozen chill compartment(s) and the unfrozen compartment(s), 272, 272,https://eprel.ec.europa.eu/assets/images/label/thumbnails/F-Left-DarkOrange-WithAGScale.png
 PKM , SBS440.4A+NF BG ,Annual energy consumption, 345,Sum of the volumes of the frozen compartment(s), 173,Sum of the volumes of the frozen chill compartment(s) and the unfrozen compartment(s), 272, 272,https://eprel.ec.europa.eu/assets/images/label/thumbnails/F-Left-DarkOrange-WithAGScale.png
 WOLKENSTEIN , SCD400A++NF BGW ,Annual energy consumption, 331,Sum of the volumes of the frozen compartment(s), 120,Sum of the volumes of the frozen chill compartment(s) and the unfrozen compartment(s), 259, 259,https://eprel.ec.europa.eu/assets/images/label/thumbnails/F-Left-DarkOrange-WithAGScale.png
 PKM , SBS468.4A+NF IX ,Annual energy consumption, 360,Sum of the volumes of the frozen compartment(s), 175,Sum of the volumes of the frozen chill compartment(s) and the unfrozen compartment(s), 266, 266,https://eprel.ec.europa.eu/assets/images/label/thumbnails/F-Left-DarkOrange-WithAGScale.png
 Logik , LDC105B19E ,Annual energy consumption, 104,Sum of the volumes of the frozen compartment(s), -,Sum of the volumes of the frozen chill compartment(s) and the unfrozen compartment(s), 115, 115,https://eprel.ec.europa.eu/assets/images/label/thumbnails/F-Left-DarkOrange-WithAGScale.png
 PKM , SBS436.4A+NF IX ,Annual energy consumption, 345,Sum of the volumes of the frozen compartment(s), 173,Sum of the volumes of the frozen chill compartment(s) and the unfrozen compartment(s), 272, 272,https://eprel.ec.europa.eu/assets/images/label/thumbnails/F-Left-DarkOrange-WithAGScale.png
 SAMUS , SX540NFDA+ ,Annual energy consumption, 305,Sum of the volumes of the frozen compartment(s), 94,Sum of the volumes of the frozen chill compartment(s) and the unfrozen compartment(s), 318, 318,https://eprel.ec.europa.eu/assets/images/label/thumbnails/F-Left-DarkOrange-WithAGScale.png
 Hoover , HWC 154 DELW ,Annual energy consumption, 157,Sum of the volumes of the frozen compartment(s), -,Sum of the volumes of the frozen chill compartment(s) and the unfrozen compartment(s), 108, 108,https://eprel.ec.europa.eu/assets/images/label/thumbnails/G-Left-Red-WithAGScale.png
 GastroHero ,  TKTR-ECO650 ,Annual energy consumption, 392,Sum of the volumes of the frozen compartment(s), 560,Sum of the volumes of the frozen chill compartment(s) and the unfrozen compartment(s), 560, 560,https://eprel.ec.europa.eu/assets/images/label/thumbnails/F-Left-DarkOrange-WithAGScale.png
 LE CHAI , LM520XS ,Annual energy consumption, 146,Sum of the volumes of the frozen compartment(s), 0,Sum of the volumes of the frozen chill compartment(s) and the unfrozen compartment(s), 0, 0,https://eprel.ec.europa.eu/assets/images/label/thumbnails/G-Left-Red-WithAGScale.png
 Exquisit , KS117-4A++ ,Annual energy consumption, 135,Sum of the volumes of the frozen compartment(s), 11,Sum of the volumes of the frozen chill compartment(s) and the unfrozen compartment(s), 69, 69,https://eprel.ec.europa.eu/assets/images/label/thumbnails/E-Left-LightOrange-WithAGScale.png
 CONCEPT , LA7791bc ,Annual energy consumption, 437,Sum of the volumes of the frozen compartment(s), 299,Sum of the volumes of the frozen chill compartment(s) and the unfrozen compartment(s), 188, 188,https://eprel.ec.europa.eu/assets/images/label/thumbnails/F-Left-DarkOrange-WithAGScale.png
 CONCEPT , LA7791ds ,Annual energy consumption, 437,Sum of the volumes of the frozen compartment(s), 299,Sum of the volumes of the frozen chill compartment(s) and the unfrozen compartment(s), 188, 188,https://eprel.ec.europa.eu/assets/images/label/thumbnails/F-Left-DarkOrange-WithAGScale.png
 CONCEPT , LA7791wh ,Annual energy consumption, 437,Sum of the volumes of the frozen compartment(s), 299,Sum of the volumes of the frozen chill compartment(s) and the unfrozen compartment(s), 188, 188,https://eprel.ec.europa.eu/assets/images/label/thumbnails/F-Left-DarkOrange-WithAGScale.png
 WOLKENSTEIN , SCD400A++NF IXW ,Annual energy consumption, 331,Sum of the volumes of the frozen compartment(s), 120,Sum of the volumes of the frozen chill compartment(s) and the unfrozen compartment(s), 259, 259,https://eprel.ec.europa.eu/assets/images/label/thumbnails/F-Left-DarkOrange-WithAGScale.png
 EAS ELECTRIC SMART TECHNOLOGY , EMR185SX1 ,Annual energy consumption, 116,Sum of the volumes of the frozen compartment(s), -,Sum of the volumes of the frozen chill compartment(s) and the unfrozen compartment(s), 350, 350,https://eprel.ec.europa.eu/assets/images/label/thumbnails/E-Left-LightOrange-WithAGScale.png
 Exquisit , KB45-4A++ ,Annual energy consumption, 79,Sum of the volumes of the frozen compartment(s), -,Sum of the volumes of the frozen chill compartment(s) and the unfrozen compartment(s), 41, 41,https://eprel.ec.europa.eu/assets/images/label/thumbnails/E-Left-LightOrange-WithAGScale.png
 EAS ELECTRIC SMART TECHNOLOGY , EMF161 ,Annual energy consumption, 221,Sum of the volumes of the frozen compartment(s), 41,Sum of the volumes of the frozen chill compartment(s) and the unfrozen compartment(s), 194, 194,https://eprel.ec.europa.eu/assets/images/label/thumbnails/F-Left-DarkOrange-WithAGScale.png
 Frilec , BONN245-4A+++ ,Annual energy consumption, 152,Sum of the volumes of the frozen compartment(s), 51,Sum of the volumes of the frozen chill compartment(s) and the unfrozen compartment(s), 98, 98,https://eprel.ec.europa.eu/assets/images/label/thumbnails/F-Left-DarkOrange-WithAGScale.png
 Klarstein , 10033702 ,Annual energy consumption, 120,Sum of the volumes of the frozen compartment(s), -,Sum of the volumes of the frozen chill compartment(s) and the unfrozen compartment(s), 13, 13,https://eprel.ec.europa.eu/assets/images/label/thumbnails/G-Left-Red-WithAGScale.png
 Klarstein , 10033703 ,Annual energy consumption, 120,Sum of the volumes of the frozen compartment(s), -,Sum of the volumes of the frozen chill compartment(s) and the unfrozen compartment(s), 13, 13,https://eprel.ec.europa.eu/assets/images/label/thumbnails/G-Left-Red-WithAGScale.png
 PremierTech , PT-F114B ,Annual energy consumption, 142,Sum of the volumes of the frozen compartment(s), 16,Sum of the volumes of the frozen chill compartment(s) and the unfrozen compartment(s), 97, 97,https://eprel.ec.europa.eu/assets/images/label/thumbnails/E-Left-LightOrange-WithAGScale.png
 SAMUS , SW340A++ ,Annual energy consumption, 187,Sum of the volumes of the frozen compartment(s), 50,Sum of the volumes of the frozen chill compartment(s) and the unfrozen compartment(s), 190, 190,https://eprel.ec.europa.eu/assets/images/label/thumbnails/E-Left-LightOrange-WithAGScale.png
 KENDRIX , RPL-169FH ,Annual energy consumption," 139,07",Sum of the volumes of the frozen compartment(s), 14,Sum of the volumes of the frozen chill compartment(s) and the unfrozen compartment(s), 102, 102,https://eprel.ec.europa.eu/assets/images/label/thumbnails/E-Left-LightOrange-WithAGScale.png
 PKM , KS81.0 ,Annual energy consumption, 105,Sum of the volumes of the frozen compartment(s), 0,Sum of the volumes of the frozen chill compartment(s) and the unfrozen compartment(s), 80, 80,https://eprel.ec.europa.eu/assets/images/label/thumbnails/F-Left-DarkOrange-WithAGScale.png
 EAS ELECTRIC SMART TECHNOLOGY , EMCF302 ,Annual energy consumption, 286,Sum of the volumes of the frozen compartment(s), 290,Sum of the volumes of the frozen chill compartment(s) and the unfrozen compartment(s), -, -,https://eprel.ec.europa.eu/assets/images/label/thumbnails/F-Left-DarkOrange-WithAGScale.png
 Hansa , FWC60452B ,Annual energy consumption, 159,Sum of the volumes of the frozen compartment(s), 0,Sum of the volumes of the frozen chill compartment(s) and the unfrozen compartment(s), 0, 0,https://eprel.ec.europa.eu/assets/images/label/thumbnails/G-Left-Red-WithAGScale.png
 CONCEPT , LA6983ss ,Annual energy consumption, 314,Sum of the volumes of the frozen compartment(s), 187,Sum of the volumes of the frozen chill compartment(s) and the unfrozen compartment(s), 348, 348,https://eprel.ec.europa.eu/assets/images/label/thumbnails/E-Left-LightOrange-WithAGScale.png
 GastroHero , SH903-6D ,Annual energy consumption, 1 856,Sum of the volumes of the frozen compartment(s), 0,Sum of the volumes of the frozen chill compartment(s) and the unfrozen compartment(s), 164, 164,https://eprel.ec.europa.eu/assets/images/label/thumbnails/E-Left-LightOrange-WithAGScale.png
 Vestel , K1-T041W ,Annual energy consumption, 145,Sum of the volumes of the frozen compartment(s), 17,Sum of the volumes of the frozen chill compartment(s) and the unfrozen compartment(s), 105, 105,https://eprel.ec.europa.eu/assets/images/label/thumbnails/E-Left-LightOrange-WithAGScale.png
 iiglo , IIFF269177IDD ,Annual energy consumption, 392,Sum of the volumes of the frozen compartment(s), 185,Sum of the volumes of the frozen chill compartment(s) and the unfrozen compartment(s), 347, 347,https://eprel.ec.europa.eu/assets/images/label/thumbnails/F-Left-DarkOrange-WithAGScale.png
 Montpellier Domestic Appliances , M530PDIX ,Annual energy consumption, 397,Sum of the volumes of the frozen compartment(s), 182,Sum of the volumes of the frozen chill compartment(s) and the unfrozen compartment(s), 334, 334,https://eprel.ec.europa.eu/assets/images/label/thumbnails/F-Left-DarkOrange-WithAGScale.png
 Montpellier Domestic Appliances , M510BW ,Annual energy consumption, 401,Sum of the volumes of the frozen compartment(s), 197,Sum of the volumes of the frozen chill compartment(s) and the unfrozen compartment(s), 335, 335,https://eprel.ec.europa.eu/assets/images/label/thumbnails/F-Left-DarkOrange-WithAGScale.png
 Montpellier Domestic Appliances , M530PDIK ,Annual energy consumption, 397,Sum of the volumes of the frozen compartment(s), 181,Sum of the volumes of the frozen chill compartment(s) and the unfrozen compartment(s), 334, 334,https://eprel.ec.europa.eu/assets/images/label/thumbnails/F-Left-DarkOrange-WithAGScale.png
 CONCEPT , LA7791ss ,Annual energy consumption, 437,Sum of the volumes of the frozen compartment(s), 299,Sum of the volumes of the frozen chill compartment(s) and the unfrozen compartment(s), 188, 188,https://eprel.ec.europa.eu/assets/images/label/thumbnails/F-Left-DarkOrange-WithAGScale.png
 GASTROLED AM  , AM 40 ,Annual energy consumption, 230,Sum of the volumes of the frozen compartment(s), -,Sum of the volumes of the frozen chill compartment(s) and the unfrozen compartment(s), 31, 31,https://eprel.ec.europa.eu/assets/images/label/thumbnails/G-Left-Red-WithAGScale.png
 SEVERIN Elektrogeräte GmbH , GS 8856 ,Annual energy consumption, 156,Sum of the volumes of the frozen compartment(s), 60,Sum of the volumes of the frozen chill compartment(s) and the unfrozen compartment(s), -, -,https://eprel.ec.europa.eu/assets/images/label/thumbnails/E-Left-LightOrange-WithAGScale.png
 Samsung , RB31HER2CSA ,Annual energy consumption, 306,Sum of the volumes of the frozen compartment(s), 108,Sum of the volumes of the frozen chill compartment(s) and the unfrozen compartment(s), 212, 212,https://eprel.ec.europa.eu/assets/images/label/thumbnails/F-Left-DarkOrange-WithAGScale.png
 Sub-Zero , ICBPRO3650 ,Annual energy consumption," 368,29",Sum of the volumes of the frozen compartment(s), 126,Sum of the volumes of the frozen chill compartment(s) and the unfrozen compartment(s), 524, 524,https://eprel.ec.europa.eu/assets/images/label/thumbnails/F-Left-DarkOrange-WithAGScale.png
 Sub-Zero , ICBPRO3650G ,Annual energy consumption," 368,29",Sum of the volumes of the frozen compartment(s), 126,Sum of the volumes of the frozen chill compartment(s) and the unfrozen compartment(s), 534, 534,https://eprel.ec.europa.eu/assets/images/label/thumbnails/F-Left-DarkOrange-WithAGScale.png
 Montpellier Domestic Appliances , M510BX ,Annual energy consumption, 401,Sum of the volumes of the frozen compartment(s), 197,Sum of the volumes of the frozen chill compartment(s) and the unfrozen compartment(s), 335, 335,https://eprel.ec.europa.eu/assets/images/label/thumbnails/F-Left-DarkOrange-WithAGScale.png
 SAMUS , SSX-660NFD+ ,Annual energy consumption, 389,Sum of the volumes of the frozen compartment(s), 185,Sum of the volumes of the frozen chill compartment(s) and the unfrozen compartment(s), 344, 344,https://eprel.ec.europa.eu/assets/images/label/thumbnails/F-Left-DarkOrange-WithAGScale.png
 Montpellier Domestic Appliances , M510BK ,Annual energy consumption, 401,Sum of the volumes of the frozen compartment(s), 197,Sum of the volumes of the frozen chill compartment(s) and the unfrozen compartment(s), 335, 335,https://eprel.ec.europa.eu/assets/images/label/thumbnails/F-Left-DarkOrange-WithAGScale.png
 BERK , BS-543SAW ,Annual energy consumption, 337,Sum of the volumes of the frozen compartment(s), 418,Sum of the volumes of the frozen chill compartment(s) and the unfrozen compartment(s), 0, 0,https://eprel.ec.europa.eu/assets/images/label/thumbnails/F-Left-DarkOrange-WithAGScale.png
 ALBATROS , CNFX47A++ ,Annual energy consumption," 254,04",Sum of the volumes of the frozen compartment(s), 104,Sum of the volumes of the frozen chill compartment(s) and the unfrozen compartment(s), 243, 243,https://eprel.ec.europa.eu/assets/images/label/thumbnails/E-Left-LightOrange-WithAGScale.png
 PremierTech , PT-F114 ,Annual energy consumption, 142,Sum of the volumes of the frozen compartment(s), 16,Sum of the volumes of the frozen chill compartment(s) and the unfrozen compartment(s), 97, 97,https://eprel.ec.europa.eu/assets/images/label/thumbnails/E-Left-LightOrange-WithAGScale.png
 HARTMANN TRESORE , HTM T40-01 FD V104 ,Annual energy consumption, 162,Sum of the volumes of the frozen compartment(s), -,Sum of the volumes of the frozen chill compartment(s) and the unfrozen compartment(s), 33, 33,https://eprel.ec.europa.eu/assets/images/label/thumbnails/G-Left-Red-WithAGScale.png
 Samsung , RF50N5970B1 ,Annual energy consumption, 401,Sum of the volumes of the frozen compartment(s), 190,Sum of the volumes of the frozen chill compartment(s) and the unfrozen compartment(s), 345, 345,https://eprel.ec.europa.eu/assets/images/label/thumbnails/F-Left-DarkOrange-WithAGScale.png
 Kenwood , KNF70X19 ,Annual energy consumption, 336,Sum of the volumes of the frozen compartment(s), 119,Sum of the volumes of the frozen chill compartment(s) and the unfrozen compartment(s), 316, 316,https://eprel.ec.europa.eu/assets/images/label/thumbnails/F-Left-DarkOrange-WithAGScale.png
 SAMUS , SSX-660NF++ ,Annual energy consumption," 313,17",Sum of the volumes of the frozen compartment(s), 185,Sum of the volumes of the frozen chill compartment(s) and the unfrozen compartment(s), 347, 347,https://eprel.ec.europa.eu/assets/images/label/thumbnails/E-Left-LightOrange-WithAGScale.png
 HISENSE , FIV276N4AW1 ,Annual energy consumption," 294,92",Sum of the volumes of the frozen compartment(s), 212,Sum of the volumes of the frozen chill compartment(s) and the unfrozen compartment(s), -, -,https://eprel.ec.europa.eu/assets/images/label/thumbnails/F-Left-DarkOrange-WithAGScale.png
 Montpellier Domestic Appliances , M520WDS ,Annual energy consumption, 401,Sum of the volumes of the frozen compartment(s), 197,Sum of the volumes of the frozen chill compartment(s) and the unfrozen compartment(s), 338, 338,https://eprel.ec.europa.eu/assets/images/label/thumbnails/F-Left-DarkOrange-WithAGScale.png
 HISENSE , RIL391D4AW1 ,Annual energy consumption," 140,91",Sum of the volumes of the frozen compartment(s), -,Sum of the volumes of the frozen chill compartment(s) and the unfrozen compartment(s), 301, 301,https://eprel.ec.europa.eu/assets/images/label/thumbnails/F-Left-DarkOrange-WithAGScale.png
 Montpellier Domestic Appliances , MXD83X ,Annual energy consumption, 374,Sum of the volumes of the frozen compartment(s), 163,Sum of the volumes of the frozen chill compartment(s) and the unfrozen compartment(s), 329, 329,https://eprel.ec.europa.eu/assets/images/label/thumbnails/F-Left-DarkOrange-WithAGScale.png
 Samsung , RS65R54412C ,Annual energy consumption, 432,Sum of the volumes of the frozen compartment(s), 218,Sum of the volumes of the frozen chill compartment(s) and the unfrozen compartment(s), 417, 417,https://eprel.ec.europa.eu/assets/images/label/thumbnails/F-Left-DarkOrange-WithAGScale.png
 Teesa , TSA5004 ,Annual energy consumption, 75,Sum of the volumes of the frozen compartment(s), 0,Sum of the volumes of the frozen chill compartment(s) and the unfrozen compartment(s), 19, 19,https://eprel.ec.europa.eu/assets/images/label/thumbnails/E-Left-LightOrange-WithAGScale.png
 Montpellier Domestic Appliances , M520WDK ,Annual energy consumption, 401,Sum of the volumes of the frozen compartment(s), 197,Sum of the volumes of the frozen chill compartment(s) and the unfrozen compartment(s), 338, 338,https://eprel.ec.europa.eu/assets/images/label/thumbnails/F-Left-DarkOrange-WithAGScale.png
