Type,Title,eclrow2,Content,eclualignitemslgend,eclualignitemslgend5,Image
 Bosch , WTYH8779SN ,Weighted Annual Energy Consumption, 258,Programme time of the ‘standard cotton programme at full load’ (T dry), 2:37,https://eprel.ec.europa.eu/assets/images/label/thumbnails/APP-Left-MediumGreen.png
 Bosch , WTWH7568SN ,Weighted Annual Energy Consumption, 233,Programme time of the ‘standard cotton programme at full load’ (T dry), 2:18,https://eprel.ec.europa.eu/assets/images/label/thumbnails/APP-Left-MediumGreen.png
 Siemens , WT4HY849DN ,Weighted Annual Energy Consumption, 258,Programme time of the ‘standard cotton programme at full load’ (T dry), 2:37,https://eprel.ec.europa.eu/assets/images/label/thumbnails/APP-Left-MediumGreen.png
 Siemens , WT4HW569DN ,Weighted Annual Energy Consumption, 259,Programme time of the ‘standard cotton programme at full load’ (T dry), 2:37,https://eprel.ec.europa.eu/assets/images/label/thumbnails/APP-Left-MediumGreen.png
 Siemens , WT4HY749DN ,Weighted Annual Energy Consumption, 258,Programme time of the ‘standard cotton programme at full load’ (T dry), 2:37,https://eprel.ec.europa.eu/assets/images/label/thumbnails/APP-Left-MediumGreen.png
 Siemens , WT47Y7H1FG ,Weighted Annual Energy Consumption, 258,Programme time of the ‘standard cotton programme at full load’ (T dry), 2:37,https://eprel.ec.europa.eu/assets/images/label/thumbnails/APP-Left-MediumGreen.png
 Bosch , WTH85200GB ,Weighted Annual Energy Consumption, 236,Programme time of the ‘standard cotton programme at full load’ (T dry), 3:23,https://eprel.ec.europa.eu/assets/images/label/thumbnails/APP-Left-MediumGreen.png
 Bosch , WTWH7560GB ,Weighted Annual Energy Consumption, 259,Programme time of the ‘standard cotton programme at full load’ (T dry), 2:37,https://eprel.ec.europa.eu/assets/images/label/thumbnails/APP-Left-MediumGreen.png
 Bosch , WTWH7569SN ,Weighted Annual Energy Consumption, 259,Programme time of the ‘standard cotton programme at full load’ (T dry), 2:37,https://eprel.ec.europa.eu/assets/images/label/thumbnails/APP-Left-MediumGreen.png
 Bosch , WTG84260EE ,Weighted Annual Energy Consumption, 561,Programme time of the ‘standard cotton programme at full load’ (T dry), 2:06,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-LightOrange.png
 Bosch , WTG86209EE ,Weighted Annual Energy Consumption, 616,Programme time of the ‘standard cotton programme at full load’ (T dry), 2:22,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-LightOrange.png
 Bosch , WTG86260EE ,Weighted Annual Energy Consumption, 561,Programme time of the ‘standard cotton programme at full load’ (T dry), 2:06,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-LightOrange.png
 HOOVER , VTC 570B-80 ,Weighted Annual Energy Consumption, 504,Programme time of the ‘standard cotton programme at full load’ (T dry), 2:15,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-LightOrange.png
 CANDY , GVS D913A2-S ,Weighted Annual Energy Consumption, 259,Programme time of the ‘standard cotton programme at full load’ (T dry), 4:20,https://eprel.ec.europa.eu/assets/images/label/thumbnails/APP-Left-MediumGreen.png
 WHITE KNIGHT , 0312 37A 15197 ,Weighted Annual Energy Consumption, 248,Programme time of the ‘standard cotton programme at full load’ (T dry), 1:30,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-DarkOrange.png
 WHITE KNIGHT , 0312 37A 15394 ,Weighted Annual Energy Consumption, 248,Programme time of the ‘standard cotton programme at full load’ (T dry), 1:30,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-DarkOrange.png
 Electrolux , EDH3776GDE 916097895 ,Weighted Annual Energy Consumption," 210,7",Programme time of the ‘standard cotton programme at full load’ (T dry), 2:14,https://eprel.ec.europa.eu/assets/images/label/thumbnails/APP-Left-MediumGreen.png
 Electrolux , EDH3788GGE 916097897 ,Weighted Annual Energy Consumption," 234,7",Programme time of the ‘standard cotton programme at full load’ (T dry), 2:34,https://eprel.ec.europa.eu/assets/images/label/thumbnails/APP-Left-MediumGreen.png
 Electrolux , EDH3786GBE 916097896 ,Weighted Annual Energy Consumption," 234,7",Programme time of the ‘standard cotton programme at full load’ (T dry), 2:34,https://eprel.ec.europa.eu/assets/images/label/thumbnails/APP-Left-MediumGreen.png
 Bosch , WTH85200 ,Weighted Annual Energy Consumption, 212,Programme time of the ‘standard cotton programme at full load’ (T dry), 3:01,https://eprel.ec.europa.eu/assets/images/label/thumbnails/APP-Left-MediumGreen.png
 Siemens , WT45H280 ,Weighted Annual Energy Consumption, 212,Programme time of the ‘standard cotton programme at full load’ (T dry), 3:01,https://eprel.ec.europa.eu/assets/images/label/thumbnails/APP-Left-MediumGreen.png
 Siemens , WT45H200 ,Weighted Annual Energy Consumption, 212,Programme time of the ‘standard cotton programme at full load’ (T dry), 3:01,https://eprel.ec.europa.eu/assets/images/label/thumbnails/APP-Left-MediumGreen.png
 Bosch , WTWH7590FF ,Weighted Annual Energy Consumption, 259,Programme time of the ‘standard cotton programme at full load’ (T dry), 2:37,https://eprel.ec.europa.eu/assets/images/label/thumbnails/APP-Left-MediumGreen.png
 Bosch , WTH85280 ,Weighted Annual Energy Consumption, 212,Programme time of the ‘standard cotton programme at full load’ (T dry), 3:01,https://eprel.ec.europa.eu/assets/images/label/thumbnails/APP-Left-MediumGreen.png
 WHITE KNIGHT GAS , 0207 86A 15071 ,Weighted Annual Energy Consumption, 261,Programme time of the ‘standard cotton programme at full load’ (T dry), 1:53,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-LightGreen.png
 WHITE KNIGHT GAS , 0207 43A 15074 ,Weighted Annual Energy Consumption, 256,Programme time of the ‘standard cotton programme at full load’ (T dry), 2:05,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-LightGreen.png
 WHITE KNIGHT GAS , 0207 43A 15372 ,Weighted Annual Energy Consumption, 256,Programme time of the ‘standard cotton programme at full load’ (T dry), 2:05,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-LightGreen.png
 WHITE KNIGHT GAS , 0207 86A 15080 ,Weighted Annual Energy Consumption, 308,Programme time of the ‘standard cotton programme at full load’ (T dry), 2:09,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-Yellow.png
 HOOVER , DNH D913A2-84 ,Weighted Annual Energy Consumption, 259,Programme time of the ‘standard cotton programme at full load’ (T dry), 4:20,https://eprel.ec.europa.eu/assets/images/label/thumbnails/APP-Left-MediumGreen.png
 BEKO , DB 7101 PA ,Weighted Annual Energy Consumption, 504,Programme time of the ‘standard cotton programme at full load’ (T dry), 2:01,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-LightOrange.png
 BEKO , DU7133GA0 ,Weighted Annual Energy Consumption, 504,Programme time of the ‘standard cotton programme at full load’ (T dry), 1:55,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-LightOrange.png
 WHITE KNIGHT , 0312 831 15023 ,Weighted Annual Energy Consumption, 519,Programme time of the ‘standard cotton programme at full load’ (T dry), 2:15,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-DarkOrange.png
 WHITE KNIGHT , 0312 37A 15196 ,Weighted Annual Energy Consumption, 248,Programme time of the ‘standard cotton programme at full load’ (T dry), 1:30,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-DarkOrange.png
 Bosch , WTH83200NL ,Weighted Annual Energy Consumption, 212,Programme time of the ‘standard cotton programme at full load’ (T dry), 3:01,https://eprel.ec.europa.eu/assets/images/label/thumbnails/APP-Left-MediumGreen.png
 Bosch , WTH85291FG ,Weighted Annual Energy Consumption, 212,Programme time of the ‘standard cotton programme at full load’ (T dry), 3:01,https://eprel.ec.europa.eu/assets/images/label/thumbnails/APP-Left-MediumGreen.png
 Siemens , WT45H200BY ,Weighted Annual Energy Consumption, 236,Programme time of the ‘standard cotton programme at full load’ (T dry), 3:23,https://eprel.ec.europa.eu/assets/images/label/thumbnails/APP-Left-MediumGreen.png
 Siemens , WT4H8Y76NL ,Weighted Annual Energy Consumption, 258,Programme time of the ‘standard cotton programme at full load’ (T dry), 2:37,https://eprel.ec.europa.eu/assets/images/label/thumbnails/APP-Left-MediumGreen.png
 Siemens , WT45H200NL ,Weighted Annual Energy Consumption, 212,Programme time of the ‘standard cotton programme at full load’ (T dry), 3:01,https://eprel.ec.europa.eu/assets/images/label/thumbnails/APP-Left-MediumGreen.png
 Siemens , WT45H209DN ,Weighted Annual Energy Consumption, 236,Programme time of the ‘standard cotton programme at full load’ (T dry), 3:23,https://eprel.ec.europa.eu/assets/images/label/thumbnails/APP-Left-MediumGreen.png
 Siemens , WT4H8Y78NL ,Weighted Annual Energy Consumption, 258,Programme time of the ‘standard cotton programme at full load’ (T dry), 2:37,https://eprel.ec.europa.eu/assets/images/label/thumbnails/APP-Left-MediumGreen.png
 Bosch , WTH83201FG ,Weighted Annual Energy Consumption, 212,Programme time of the ‘standard cotton programme at full load’ (T dry), 3:01,https://eprel.ec.europa.eu/assets/images/label/thumbnails/APP-Left-MediumGreen.png
 Bosch , WTH85202NL ,Weighted Annual Energy Consumption, 236,Programme time of the ‘standard cotton programme at full load’ (T dry), 3:23,https://eprel.ec.europa.eu/assets/images/label/thumbnails/APP-Left-MediumGreen.png
 Siemens , WT45H200PL ,Weighted Annual Energy Consumption, 236,Programme time of the ‘standard cotton programme at full load’ (T dry), 3:23,https://eprel.ec.europa.eu/assets/images/label/thumbnails/APP-Left-MediumGreen.png
 Bosch , WTH85200BY ,Weighted Annual Energy Consumption, 236,Programme time of the ‘standard cotton programme at full load’ (T dry), 3:23,https://eprel.ec.europa.eu/assets/images/label/thumbnails/APP-Left-MediumGreen.png
 Bosch , WTH85208SN ,Weighted Annual Energy Consumption, 236,Programme time of the ‘standard cotton programme at full load’ (T dry), 3:23,https://eprel.ec.europa.eu/assets/images/label/thumbnails/APP-Left-MediumGreen.png
 Bosch , WTH85200PL ,Weighted Annual Energy Consumption, 236,Programme time of the ‘standard cotton programme at full load’ (T dry), 3:23,https://eprel.ec.europa.eu/assets/images/label/thumbnails/APP-Left-MediumGreen.png
 Bosch , WTH85271FG ,Weighted Annual Energy Consumption, 212,Programme time of the ‘standard cotton programme at full load’ (T dry), 3:01,https://eprel.ec.europa.eu/assets/images/label/thumbnails/APP-Left-MediumGreen.png
 Bosch , WTWH7590 ,Weighted Annual Energy Consumption, 259,Programme time of the ‘standard cotton programme at full load’ (T dry), 2:37,https://eprel.ec.europa.eu/assets/images/label/thumbnails/APP-Left-MediumGreen.png
 Haier , HD90-79A ,Weighted Annual Energy Consumption, 233,Programme time of the ‘standard cotton programme at full load’ (T dry), 4:09,https://eprel.ec.europa.eu/assets/images/label/thumbnails/APP-Left-MediumGreen.png
 O'DWYER BROS , 1523 44A 31000 ,Weighted Annual Energy Consumption, 413,Programme time of the ‘standard cotton programme at full load’ (T dry), 1:49,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-LightOrange.png
 WHITE KNIGHT , 0312 44C 15003 ,Weighted Annual Energy Consumption, 519,Programme time of the ‘standard cotton programme at full load’ (T dry), 2:10,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-DarkOrange.png
 CATA , 0320 831 15020 ,Weighted Annual Energy Consumption, 459,Programme time of the ‘standard cotton programme at full load’ (T dry), 1:55,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-DarkOrange.png
 Bosch , WTH85207CS ,Weighted Annual Energy Consumption, 212,Programme time of the ‘standard cotton programme at full load’ (T dry), 3:01,https://eprel.ec.europa.eu/assets/images/label/thumbnails/APP-Left-MediumGreen.png
 Siemens , WT45H207CS ,Weighted Annual Energy Consumption, 212,Programme time of the ‘standard cotton programme at full load’ (T dry), 3:01,https://eprel.ec.europa.eu/assets/images/label/thumbnails/APP-Left-MediumGreen.png
 Bosch , WTH8520SSN ,Weighted Annual Energy Consumption, 236,Programme time of the ‘standard cotton programme at full load’ (T dry), 3:23,https://eprel.ec.europa.eu/assets/images/label/thumbnails/APP-Left-MediumGreen.png
 Siemens , WT45H201NL ,Weighted Annual Energy Consumption, 212,Programme time of the ‘standard cotton programme at full load’ (T dry), 3:01,https://eprel.ec.europa.eu/assets/images/label/thumbnails/APP-Left-MediumGreen.png
 Siemens , WT45H291FG ,Weighted Annual Energy Consumption, 212,Programme time of the ‘standard cotton programme at full load’ (T dry), 3:01,https://eprel.ec.europa.eu/assets/images/label/thumbnails/APP-Left-MediumGreen.png
 WT8E-B11 , WT8E-B11         ,Weighted Annual Energy Consumption, 561,Programme time of the ‘standard cotton programme at full load’ (T dry), 2:20,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-LightOrange.png
 Bosch , WTYH7780 ,Weighted Annual Energy Consumption, 176,Programme time of the ‘standard cotton programme at full load’ (T dry), 2:28,https://eprel.ec.europa.eu/assets/images/label/thumbnails/APPP-Left-DarkGreen.png
 Siemens , WT7YH780 ,Weighted Annual Energy Consumption, 176,Programme time of the ‘standard cotton programme at full load’ (T dry), 2:28,https://eprel.ec.europa.eu/assets/images/label/thumbnails/APPP-Left-DarkGreen.png
 Siemens , WT45H201FG ,Weighted Annual Energy Consumption, 212,Programme time of the ‘standard cotton programme at full load’ (T dry), 3:01,https://eprel.ec.europa.eu/assets/images/label/thumbnails/APP-Left-MediumGreen.png
 Siemens , WT43H201NL ,Weighted Annual Energy Consumption, 212,Programme time of the ‘standard cotton programme at full load’ (T dry), 3:01,https://eprel.ec.europa.eu/assets/images/label/thumbnails/APP-Left-MediumGreen.png
 Bosch , WTH85201BY ,Weighted Annual Energy Consumption, 212,Programme time of the ‘standard cotton programme at full load’ (T dry), 3:01,https://eprel.ec.europa.eu/assets/images/label/thumbnails/APP-Left-MediumGreen.png
 Bosch , WTH83080 ,Weighted Annual Energy Consumption, 233,Programme time of the ‘standard cotton programme at full load’ (T dry), 3:16,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-LightGreen.png
 Siemens , WT43H080 ,Weighted Annual Energy Consumption, 233,Programme time of the ‘standard cotton programme at full load’ (T dry), 3:16,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-LightGreen.png
 CDA , 0304 831 15021 ,Weighted Annual Energy Consumption, 519,Programme time of the ‘standard cotton programme at full load’ (T dry), 2:15,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-DarkOrange.png
 WHITE KNIGHT , 0312 372 15194 ,Weighted Annual Energy Consumption, 248,Programme time of the ‘standard cotton programme at full load’ (T dry), 1:30,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-DarkOrange.png
 CROSSLEE , 0312 432 15125 ,Weighted Annual Energy Consumption, 459,Programme time of the ‘standard cotton programme at full load’ (T dry), 1:55,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-DarkOrange.png
 Constructa , CWK5W460 ,Weighted Annual Energy Consumption, 232,Programme time of the ‘standard cotton programme at full load’ (T dry), 3:23,https://eprel.ec.europa.eu/assets/images/label/thumbnails/APP-Left-MediumGreen.png
 Beko , DDB7101PA0W ,Weighted Annual Energy Consumption, 504,Programme time of the ‘standard cotton programme at full load’ (T dry), 1:56,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-LightOrange.png
 Bosch , WTH83201NL ,Weighted Annual Energy Consumption, 212,Programme time of the ‘standard cotton programme at full load’ (T dry), 3:01,https://eprel.ec.europa.eu/assets/images/label/thumbnails/APP-Left-MediumGreen.png
 Bosch , WTH85281NL ,Weighted Annual Energy Consumption, 212,Programme time of the ‘standard cotton programme at full load’ (T dry), 3:01,https://eprel.ec.europa.eu/assets/images/label/thumbnails/APP-Left-MediumGreen.png
 Bosch , WTH83200FF ,Weighted Annual Energy Consumption, 236,Programme time of the ‘standard cotton programme at full load’ (T dry), 3:23,https://eprel.ec.europa.eu/assets/images/label/thumbnails/APP-Left-MediumGreen.png
 Bosch , WTH83271FG ,Weighted Annual Energy Consumption, 212,Programme time of the ‘standard cotton programme at full load’ (T dry), 3:01,https://eprel.ec.europa.eu/assets/images/label/thumbnails/APP-Left-MediumGreen.png
 Bosch , WTH85201NL ,Weighted Annual Energy Consumption, 212,Programme time of the ‘standard cotton programme at full load’ (T dry), 3:01,https://eprel.ec.europa.eu/assets/images/label/thumbnails/APP-Left-MediumGreen.png
 Siemens , WT43H271FG ,Weighted Annual Energy Consumption, 212,Programme time of the ‘standard cotton programme at full load’ (T dry), 3:01,https://eprel.ec.europa.eu/assets/images/label/thumbnails/APP-Left-MediumGreen.png
 Siemens , WT45H271FG ,Weighted Annual Energy Consumption, 212,Programme time of the ‘standard cotton programme at full load’ (T dry), 3:01,https://eprel.ec.europa.eu/assets/images/label/thumbnails/APP-Left-MediumGreen.png
 Siemens , WT45H290FF ,Weighted Annual Energy Consumption, 236,Programme time of the ‘standard cotton programme at full load’ (T dry), 3:23,https://eprel.ec.europa.eu/assets/images/label/thumbnails/APP-Left-MediumGreen.png
 Siemens , WT45H281NL ,Weighted Annual Energy Consumption, 212,Programme time of the ‘standard cotton programme at full load’ (T dry), 3:01,https://eprel.ec.europa.eu/assets/images/label/thumbnails/APP-Left-MediumGreen.png
 Bosch , WTH85290FF ,Weighted Annual Energy Consumption, 236,Programme time of the ‘standard cotton programme at full load’ (T dry), 3:23,https://eprel.ec.europa.eu/assets/images/label/thumbnails/APP-Left-MediumGreen.png
 WHITE KNIGHT , 0312 38A 15093 ,Weighted Annual Energy Consumption, 253,Programme time of the ‘standard cotton programme at full load’ (T dry), 1:43,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-DarkOrange.png
 Siemens , WT43W4ED ,Weighted Annual Energy Consumption, 232,Programme time of the ‘standard cotton programme at full load’ (T dry), 3:23,https://eprel.ec.europa.eu/assets/images/label/thumbnails/APP-Left-MediumGreen.png
 SMEG , DHT82LSIT ,Weighted Annual Energy Consumption, 235,Programme time of the ‘standard cotton programme at full load’ (T dry), 3:05,https://eprel.ec.europa.eu/assets/images/label/thumbnails/APP-Left-MediumGreen.png
 Bosch , WTH83000FG ,Weighted Annual Energy Consumption, 233,Programme time of the ‘standard cotton programme at full load’ (T dry), 3:16,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-LightGreen.png
 Siemens , WT43H000FG ,Weighted Annual Energy Consumption, 233,Programme time of the ‘standard cotton programme at full load’ (T dry), 3:16,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-LightGreen.png
 VAST & FAST  , LVAG07ES ,Weighted Annual Energy Consumption, 308,Programme time of the ‘standard cotton programme at full load’ (T dry), 2:09,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-Yellow.png
 VAST & FAST  , LXIRA ,Weighted Annual Energy Consumption, 308,Programme time of the ‘standard cotton programme at full load’ (T dry), 2:09,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-Yellow.png
 Haier , HD90-79A-F ,Weighted Annual Energy Consumption, 233,Programme time of the ‘standard cotton programme at full load’ (T dry), 4:09,https://eprel.ec.europa.eu/assets/images/label/thumbnails/APP-Left-MediumGreen.png
 Siemens , WT45H207DN ,Weighted Annual Energy Consumption, 212,Programme time of the ‘standard cotton programme at full load’ (T dry), 3:01,https://eprel.ec.europa.eu/assets/images/label/thumbnails/APP-Left-MediumGreen.png
 Bosch , WTH85207SN ,Weighted Annual Energy Consumption, 212,Programme time of the ‘standard cotton programme at full load’ (T dry), 3:01,https://eprel.ec.europa.eu/assets/images/label/thumbnails/APP-Left-MediumGreen.png
 Bomann , WPT 5021 ,Weighted Annual Energy Consumption, 236,Programme time of the ‘standard cotton programme at full load’ (T dry), 3:15,https://eprel.ec.europa.eu/assets/images/label/thumbnails/APP-Left-MediumGreen.png
 CANDY , GVC D91WB-80 ,Weighted Annual Energy Consumption, 617,Programme time of the ‘standard cotton programme at full load’ (T dry), 2:48,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-LightOrange.png
 WASCO , 10212 WASCO TØRRETUMBLER D17A ,Weighted Annual Energy Consumption, 510,Programme time of the ‘standard cotton programme at full load’ (T dry), 2:10,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-DarkOrange.png
 Bosch , WTW85468GR ,Weighted Annual Energy Consumption, 232,Programme time of the ‘standard cotton programme at full load’ (T dry), 3:23,https://eprel.ec.europa.eu/assets/images/label/thumbnails/APP-Left-MediumGreen.png
 Bosch , WTW87569GR ,Weighted Annual Energy Consumption, 259,Programme time of the ‘standard cotton programme at full load’ (T dry), 2:37,https://eprel.ec.europa.eu/assets/images/label/thumbnails/APP-Left-MediumGreen.png
 INDESIT , IDPE 845 A1 ECO (UK) ,Weighted Annual Energy Consumption," 308,6",Programme time of the ‘standard cotton programme at full load’ (T dry), 3:41,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-LightGreen.png
 Siemens , WT46G409GR ,Weighted Annual Energy Consumption, 616,Programme time of the ‘standard cotton programme at full load’ (T dry), 2:22,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-LightOrange.png
 Pitsos , WTP60000 ,Weighted Annual Energy Consumption, 561,Programme time of the ‘standard cotton programme at full load’ (T dry), 2:06,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-LightOrange.png
 Zanussi , ZDH8353W 916097763 ,Weighted Annual Energy Consumption," 234,7",Programme time of the ‘standard cotton programme at full load’ (T dry), 2:34,https://eprel.ec.europa.eu/assets/images/label/thumbnails/APP-Left-MediumGreen.png
 Zanussi , ZDH8353W 916097762 ,Weighted Annual Energy Consumption," 234,7",Programme time of the ‘standard cotton programme at full load’ (T dry), 2:34,https://eprel.ec.europa.eu/assets/images/label/thumbnails/APP-Left-MediumGreen.png
 Zanussi , ZDH8353W 916097653 ,Weighted Annual Energy Consumption," 234,7",Programme time of the ‘standard cotton programme at full load’ (T dry), 2:34,https://eprel.ec.europa.eu/assets/images/label/thumbnails/APP-Left-MediumGreen.png
 Zanker , KDH8353W 916097654 ,Weighted Annual Energy Consumption," 234,7",Programme time of the ‘standard cotton programme at full load’ (T dry), 2:34,https://eprel.ec.europa.eu/assets/images/label/thumbnails/APP-Left-MediumGreen.png
 Siemens , WT44E107DN ,Weighted Annual Energy Consumption, 497,Programme time of the ‘standard cotton programme at full load’ (T dry), 1:55,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-LightOrange.png
 Bosch , WTW877W0FG ,Weighted Annual Energy Consumption, 176,Programme time of the ‘standard cotton programme at full load’ (T dry), 2:28,https://eprel.ec.europa.eu/assets/images/label/thumbnails/APPP-Left-DarkGreen.png
 Siemens , WT47Y7W0FG ,Weighted Annual Energy Consumption, 176,Programme time of the ‘standard cotton programme at full load’ (T dry), 2:28,https://eprel.ec.europa.eu/assets/images/label/thumbnails/APPP-Left-DarkGreen.png
 Siemens , WT45W569DN ,Weighted Annual Energy Consumption, 259,Programme time of the ‘standard cotton programme at full load’ (T dry), 2:37,https://eprel.ec.europa.eu/assets/images/label/thumbnails/APP-Left-MediumGreen.png
 Bosch , WTW854P8SN ,Weighted Annual Energy Consumption, 232,Programme time of the ‘standard cotton programme at full load’ (T dry), 3:23,https://eprel.ec.europa.eu/assets/images/label/thumbnails/APP-Left-MediumGreen.png
 Bosch , WTW85490NL ,Weighted Annual Energy Consumption, 232,Programme time of the ‘standard cotton programme at full load’ (T dry), 3:23,https://eprel.ec.europa.eu/assets/images/label/thumbnails/APP-Left-MediumGreen.png
 Bosch , WTW854L8SN ,Weighted Annual Energy Consumption, 232,Programme time of the ‘standard cotton programme at full load’ (T dry), 3:23,https://eprel.ec.europa.eu/assets/images/label/thumbnails/APP-Left-MediumGreen.png
 Siemens , WT45H208DN ,Weighted Annual Energy Consumption, 236,Programme time of the ‘standard cotton programme at full load’ (T dry), 3:23,https://eprel.ec.europa.eu/assets/images/label/thumbnails/APP-Left-MediumGreen.png
 Bosch , WTW854M9SN ,Weighted Annual Energy Consumption, 258,Programme time of the ‘standard cotton programme at full load’ (T dry), 3:46,https://eprel.ec.europa.eu/assets/images/label/thumbnails/APP-Left-MediumGreen.png
 Bosch , WTW874B8SN ,Weighted Annual Energy Consumption, 235,Programme time of the ‘standard cotton programme at full load’ (T dry), 2:18,https://eprel.ec.europa.eu/assets/images/label/thumbnails/APP-Left-MediumGreen.png
 Bosch , WTW854W0 ,Weighted Annual Energy Consumption, 232,Programme time of the ‘standard cotton programme at full load’ (T dry), 3:23,https://eprel.ec.europa.eu/assets/images/label/thumbnails/APP-Left-MediumGreen.png
 Bosch , WTW874B9SN ,Weighted Annual Energy Consumption, 259,Programme time of the ‘standard cotton programme at full load’ (T dry), 2:37,https://eprel.ec.europa.eu/assets/images/label/thumbnails/APP-Left-MediumGreen.png
 Siemens , WT45W440 ,Weighted Annual Energy Consumption, 232,Programme time of the ‘standard cotton programme at full load’ (T dry), 3:23,https://eprel.ec.europa.eu/assets/images/label/thumbnails/APP-Left-MediumGreen.png
 Bosch , WTG864L7SN ,Weighted Annual Energy Consumption, 501,Programme time of the ‘standard cotton programme at full load’ (T dry), 1:51,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-LightOrange.png
 Bosch , WTG86408GR ,Weighted Annual Energy Consumption, 561,Programme time of the ‘standard cotton programme at full load’ (T dry), 2:06,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-LightOrange.png
 Siemens , WT47W460EU ,Weighted Annual Energy Consumption, 235,Programme time of the ‘standard cotton programme at full load’ (T dry), 2:18,https://eprel.ec.europa.eu/assets/images/label/thumbnails/APP-Left-MediumGreen.png
 Bosch , WTH83000PL ,Weighted Annual Energy Consumption, 233,Programme time of the ‘standard cotton programme at full load’ (T dry), 3:16,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-LightGreen.png
 Bosch , WTG86480NL ,Weighted Annual Energy Consumption, 561,Programme time of the ‘standard cotton programme at full load’ (T dry), 2:06,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-LightOrange.png
 ELEKTRABREGENZ , TKFN 7220 ,Weighted Annual Energy Consumption," 504,2",Programme time of the ‘standard cotton programme at full load’ (T dry), 1:56,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-LightOrange.png
 Bosch , WTW85478IT ,Weighted Annual Energy Consumption, 232,Programme time of the ‘standard cotton programme at full load’ (T dry), 3:23,https://eprel.ec.europa.eu/assets/images/label/thumbnails/APP-Left-MediumGreen.png
 Bosch , WTH83001FF ,Weighted Annual Energy Consumption, 233,Programme time of the ‘standard cotton programme at full load’ (T dry), 3:16,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-LightGreen.png
 Bosch , WTH83007IT ,Weighted Annual Energy Consumption, 233,Programme time of the ‘standard cotton programme at full load’ (T dry), 3:16,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-LightGreen.png
 Bosch , WTH83000BY ,Weighted Annual Energy Consumption, 233,Programme time of the ‘standard cotton programme at full load’ (T dry), 3:16,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-LightGreen.png
 Siemens , WT48Y7W9II ,Weighted Annual Energy Consumption, 175,Programme time of the ‘standard cotton programme at full load’ (T dry), 4:00,https://eprel.ec.europa.eu/assets/images/label/thumbnails/APPP-Left-DarkGreen.png
 SMEG , DHT83LIT-1 ,Weighted Annual Energy Consumption, 176,Programme time of the ‘standard cotton programme at full load’ (T dry), 2:54,https://eprel.ec.europa.eu/assets/images/label/thumbnails/APPP-Left-DarkGreen.png
 SMEG , ASC71EIT-1 ,Weighted Annual Energy Consumption, 237,Programme time of the ‘standard cotton programme at full load’ (T dry), 2:54,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-LightGreen.png
