Type,Title,eclrow,eclrow1,eclrow4,eclrow5,Image
 WIHA-Thekentechnik , Euro-Counter 520 Slide Out - 1000 ,Type of refrigerating appliance, Supermarket cabinet,Annual energy consumption," 2 347,40",https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-LightGreen-WithAGScale.png
 WIHA-Thekentechnik , Euro-Counter 710 Slide Out - 1000 ,Type of refrigerating appliance, Supermarket cabinet,Annual energy consumption," 2 846,30",https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-LightGreen-WithAGScale.png
 WIHA-Thekentechnik , Profi-Counter BE 520 - 800 ,Type of refrigerating appliance, Supermarket cabinet,Annual energy consumption," 2 167,30",https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-LightGreen-WithAGScale.png
 WIHA-Thekentechnik , Profi-Counter BE 710 - 1200 ,Type of refrigerating appliance, Supermarket cabinet,Annual energy consumption," 3 015,10",https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-LightGreen-WithAGScale.png
 WIHA-Thekentechnik , Snacky-Euro 520 - 1200 ,Type of refrigerating appliance, Supermarket cabinet,Annual energy consumption," 2 516,00",https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-LightGreen-WithAGScale.png
 WIHA-Thekentechnik , Euro-Counter ECO 520 XXL - 1000 ,Type of refrigerating appliance, Supermarket cabinet,Annual energy consumption," 1 797,00",https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-LightGreen-WithAGScale.png
 WIHA-Thekentechnik , Snack-Counter BE-VT 870 - 3 ,Type of refrigerating appliance, Supermarket cabinet,Annual energy consumption," 2 585,30",https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-LightGreen-WithAGScale.png
 WIHA-Thekentechnik , Snack-Counter SB-VT 870 - 2 ,Type of refrigerating appliance, Supermarket cabinet,Annual energy consumption," 2 414,30",https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-LightGreen-WithAGScale.png
 WIHA-Thekentechnik , Snack-Counter ECO BE-VT 870 - 4 ,Type of refrigerating appliance, Supermarket cabinet,Annual energy consumption," 2 973,60",https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-LightGreen-WithAGScale.png
 WIHA-Thekentechnik , Snack-Counter Multi Dispenser 520 - 2 ,Type of refrigerating appliance, Supermarket cabinet,Annual energy consumption," 1 144,50",https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-LightGreen-WithAGScale.png
 WIHA-Thekentechnik , Snack-Counter Multi Dispenser 520 - 3 ,Type of refrigerating appliance, Supermarket cabinet,Annual energy consumption," 1 319,70",https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-LightGreen-WithAGScale.png
 WIHA-Thekentechnik , Snack-Counter Multi 430 - 4 ,Type of refrigerating appliance, Supermarket cabinet,Annual energy consumption," 1 566,10",https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-LightGreen-WithAGScale.png
 WIHA-Thekentechnik , Snack-Counter BE 520 - 5 ,Type of refrigerating appliance, Supermarket cabinet,Annual energy consumption," 2 841,00",https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-LightGreen-WithAGScale.png
 WIHA-Thekentechnik ," Snack-Counter BE 710 - 1,5 ",Type of refrigerating appliance, Supermarket cabinet,Annual energy consumption," 1 984,00",https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-LightGreen-WithAGScale.png
 WIHA-Thekentechnik , Snack-Counter BE 710 - 3 ,Type of refrigerating appliance, Supermarket cabinet,Annual energy consumption," 2 516,00",https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-LightGreen-WithAGScale.png
 WIHA-Thekentechnik , Snack-Counter BE-VT 520 - 5 ,Type of refrigerating appliance, Supermarket cabinet,Annual energy consumption," 2 841,00",https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-LightGreen-WithAGScale.png
 WIHA-Thekentechnik , Snacky-Gastro 710 - 3 ,Type of refrigerating appliance, Supermarket cabinet,Annual energy consumption," 2 516,00",https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-LightGreen-WithAGScale.png
 WIHA-Thekentechnik , Snack-Counter SB 520 - 4 ,Type of refrigerating appliance, Supermarket cabinet,Annual energy consumption," 2 492,40",https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-LightGreen-WithAGScale.png
 WIHA-Thekentechnik , Snack-Counter SB 710 - 2 ,Type of refrigerating appliance, Supermarket cabinet,Annual energy consumption," 2 183,40",https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-LightGreen-WithAGScale.png
 WIHA-Thekentechnik , Snack-Counter SB-RG 710 - 5 ,Type of refrigerating appliance, Supermarket cabinet,Annual energy consumption," 3 458,80",https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-LightGreen-WithAGScale.png
 WIHA-Thekentechnik , Snack-Counter SB-KST 520 - 3 ,Type of refrigerating appliance, Supermarket cabinet,Annual energy consumption," 2 231,70",https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-LightGreen-WithAGScale.png
 WIHA-Thekentechnik , Snack-Counter SB-KST 710 - 2 ,Type of refrigerating appliance, Supermarket cabinet,Annual energy consumption," 2 183,40",https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-LightGreen-WithAGScale.png
 WIHA-Thekentechnik , Euro-Counter BE 710 XXL - 1000 ,Type of refrigerating appliance, Supermarket cabinet,Annual energy consumption," 2 846,30",https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-LightGreen-WithAGScale.png
 WIHA-Thekentechnik , Euro-Counter 710 Auszug - 1200 ,Type of refrigerating appliance, Supermarket cabinet,Annual energy consumption," 3 015,10",https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-LightGreen-WithAGScale.png
 WIHA-Thekentechnik , Euro-Counter 710 Auszug - 800 ,Type of refrigerating appliance, Supermarket cabinet,Annual energy consumption," 2 603,70",https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-LightGreen-WithAGScale.png
 WIHA-Thekentechnik , Front-Counter BE 710 - 800 ,Type of refrigerating appliance, Supermarket cabinet,Annual energy consumption," 2 603,70",https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-LightGreen-WithAGScale.png
 WIHA-Thekentechnik , Snacky-Euro 520 - 800 ,Type of refrigerating appliance, Supermarket cabinet,Annual energy consumption," 2 167,30",https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-LightGreen-WithAGScale.png
 WIHA-Thekentechnik ," Snack-Counter ECO BE 520 - 1,5 ",Type of refrigerating appliance, Supermarket cabinet,Annual energy consumption," 1 429,00",https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-LightGreen-WithAGScale.png
 WIHA-Thekentechnik , Snack-Counter ECO BE 520 - 5 ,Type of refrigerating appliance, Supermarket cabinet,Annual energy consumption," 2 424,10",https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-LightGreen-WithAGScale.png
 WIHA-Thekentechnik , Euro-Counter ECO BE 520 - 1200 ,Type of refrigerating appliance, Supermarket cabinet,Annual energy consumption," 2 052,30",https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-LightGreen-WithAGScale.png
 WIHA-Thekentechnik , Front-Counter ECO BE 520 - 800 ,Type of refrigerating appliance, Supermarket cabinet,Annual energy consumption," 1 595,20",https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-LightGreen-WithAGScale.png
 WIHA-Thekentechnik , Front-Counter ECO BE 520 - 1200 ,Type of refrigerating appliance, Supermarket cabinet,Annual energy consumption," 2 052,30",https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-LightGreen-WithAGScale.png
 WIHA-Thekentechnik , Snack-Counter BE-VT 870 - 2 ,Type of refrigerating appliance, Supermarket cabinet,Annual energy consumption," 2 414,30",https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-LightGreen-WithAGScale.png
 WIHA-Thekentechnik , FrontSeller XL 800 ,Type of refrigerating appliance, Supermarket cabinet,Annual energy consumption," 1 607,00",https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-LightGreen-WithAGScale.png
 WIHA-Thekentechnik , FrontSeller XL 1000 ,Type of refrigerating appliance, Supermarket cabinet,Annual energy consumption," 2 008,80",https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-LightGreen-WithAGScale.png
 WIHA-Thekentechnik , Salatbar 260 SB 2 ,Type of refrigerating appliance, Supermarket cabinet,Annual energy consumption," 1 144,50",https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-LightGreen-WithAGScale.png
 WIHA-Thekentechnik , Salatbar 260 SB 6 ,Type of refrigerating appliance, Supermarket cabinet,Annual energy consumption," 1 889,80",https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-LightGreen-WithAGScale.png
 WIHA-Thekentechnik , Front-Counter SB 520 - 2 ,Type of refrigerating appliance, Supermarket cabinet,Annual energy consumption," 1 837,10",https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-LightGreen-WithAGScale.png
 WIHA-Thekentechnik , Front-Counter SB 710 - 3 ,Type of refrigerating appliance, Supermarket cabinet,Annual energy consumption," 2 516,00",https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-LightGreen-WithAGScale.png
 WIHA-Thekentechnik , Front-Counter SB 710 - 4 ,Type of refrigerating appliance, Supermarket cabinet,Annual energy consumption," 3 139,80",https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-LightGreen-WithAGScale.png
 WIHA-Thekentechnik ," Snack-Counter Multi 520 - 1,5 ",Type of refrigerating appliance, Supermarket cabinet,Annual energy consumption," 1 030,00",https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-LightGreen-WithAGScale.png
 WIHA-Thekentechnik , Snack-Counter Multi 520 - 2 ,Type of refrigerating appliance, Supermarket cabinet,Annual energy consumption," 1 144,50",https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-LightGreen-WithAGScale.png
 WIHA-Thekentechnik , Snack-Counter SB-KST-RG 520 - 2 ,Type of refrigerating appliance, Supermarket cabinet,Annual energy consumption," 1 837,10",https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-LightGreen-WithAGScale.png
 WIHA-Thekentechnik , Snack-Counter BE 520-2 ,Type of refrigerating appliance, Supermarket cabinet,Annual energy consumption," 1 837,10",https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-LightGreen-WithAGScale.png
 WIHA-Thekentechnik , Snack-Counter SB-VT 870 - 4 ,Type of refrigerating appliance, Supermarket cabinet,Annual energy consumption," 3 140,80",https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-LightGreen-WithAGScale.png
 WIHA-Thekentechnik ," Snack-Counter ECO BE-VT 520 - 1,5 ",Type of refrigerating appliance, Supermarket cabinet,Annual energy consumption," 1 429,00",https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-LightGreen-WithAGScale.png
 WIHA-Thekentechnik , Snack-Counter SB-RG 520 - 5 ,Type of refrigerating appliance, Supermarket cabinet,Annual energy consumption," 2 841,00",https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-LightGreen-WithAGScale.png
 Thermotechnika Bohemia s.r.o. , USS 374 DTKL ,Type of refrigerating appliance, Beverage coolers,Annual energy consumption," 638,75",https://eprel.ec.europa.eu/assets/images/label/thumbnails/D-Left-Yellow-WithAGScale.png
 WIHA-Thekentechnik , Euro-Counter BE 710 - 400 ,Type of refrigerating appliance, Supermarket cabinet,Annual energy consumption," 2 365,40",https://eprel.ec.europa.eu/assets/images/label/thumbnails/D-Left-Yellow-WithAGScale.png
 WIHA-Thekentechnik , Front-Counter BE 520 - 1600 ,Type of refrigerating appliance, Supermarket cabinet,Annual energy consumption," 3 835,00",https://eprel.ec.europa.eu/assets/images/label/thumbnails/D-Left-Yellow-WithAGScale.png
 WIHA-Thekentechnik , Gastro-Snack GN1 ,Type of refrigerating appliance, Supermarket cabinet,Annual energy consumption," 685,30",https://eprel.ec.europa.eu/assets/images/label/thumbnails/D-Left-Yellow-WithAGScale.png
 WIHA-Thekentechnik , Gastro-Snack GN5 x 1/3 ,Type of refrigerating appliance, Supermarket cabinet,Annual energy consumption," 1 172,40",https://eprel.ec.europa.eu/assets/images/label/thumbnails/D-Left-Yellow-WithAGScale.png
 WIHA-Thekentechnik , Gastro-Snack GN 7 x1/3 ,Type of refrigerating appliance, Supermarket cabinet,Annual energy consumption," 1 263,50",https://eprel.ec.europa.eu/assets/images/label/thumbnails/D-Left-Yellow-WithAGScale.png
 WIHA-Thekentechnik , Euro-Counter BE 520 - 1600 ,Type of refrigerating appliance, Supermarket cabinet,Annual energy consumption," 3 835,00",https://eprel.ec.europa.eu/assets/images/label/thumbnails/D-Left-Yellow-WithAGScale.png
 WIHA-Thekentechnik , Gastro-Snack GN4 ,Type of refrigerating appliance, Supermarket cabinet,Annual energy consumption," 1 539,80",https://eprel.ec.europa.eu/assets/images/label/thumbnails/E-Left-LightOrange-WithAGScale.png
 WIHA-Thekentechnik , Euro-Snack 400 ,Type of refrigerating appliance, Supermarket cabinet,Annual energy consumption," 1 190,70",https://eprel.ec.europa.eu/assets/images/label/thumbnails/E-Left-LightOrange-WithAGScale.png
 WIHA-Thekentechnik , SUSHI-BEST-EASY 2000 ,Type of refrigerating appliance, Supermarket cabinet,Annual energy consumption," 8 654,10",https://eprel.ec.europa.eu/assets/images/label/thumbnails/E-Left-LightOrange-WithAGScale.png
 WIHA-Thekentechnik , Snack-Counter ECO KO-VT 520 - 3 ,Type of refrigerating appliance, Supermarket cabinet,Annual energy consumption," 4 233,10",https://eprel.ec.europa.eu/assets/images/label/thumbnails/E-Left-LightOrange-WithAGScale.png
 WIHA-Thekentechnik , Gastro-Snack GN3 ,Type of refrigerating appliance, Supermarket cabinet,Annual energy consumption," 1 300,00",https://eprel.ec.europa.eu/assets/images/label/thumbnails/E-Left-LightOrange-WithAGScale.png
 WIHA-Thekentechnik , Gastro-Snack GN2 ,Type of refrigerating appliance, Supermarket cabinet,Annual energy consumption," 1 134,36",https://eprel.ec.europa.eu/assets/images/label/thumbnails/E-Left-LightOrange-WithAGScale.png
 WIHA-Thekentechnik , Gastro-Snack GN5 ,Type of refrigerating appliance, Supermarket cabinet,Annual energy consumption," 1 646,60",https://eprel.ec.europa.eu/assets/images/label/thumbnails/E-Left-LightOrange-WithAGScale.png
 WIHA-Thekentechnik , Euro-Snack 1200L ,Type of refrigerating appliance, Supermarket cabinet,Annual energy consumption," 1 342,90",https://eprel.ec.europa.eu/assets/images/label/thumbnails/E-Left-LightOrange-WithAGScale.png
 WIHA-Thekentechnik , SUSHI-BEST-EASY 3000 ,Type of refrigerating appliance, Supermarket cabinet,Annual energy consumption," 11 647,70",https://eprel.ec.europa.eu/assets/images/label/thumbnails/E-Left-LightOrange-WithAGScale.png
 WIHA-Thekentechnik , Euro-Snack 600L ,Type of refrigerating appliance, Supermarket cabinet,Annual energy consumption," 1 173,70",https://eprel.ec.europa.eu/assets/images/label/thumbnails/E-Left-LightOrange-WithAGScale.png
 WIHA-Thekentechnik , Front-Counter KO-VT-LS 710 - 3 ,Type of refrigerating appliance, Supermarket cabinet,Annual energy consumption," 4 178,00",https://eprel.ec.europa.eu/assets/images/label/thumbnails/E-Left-LightOrange-WithAGScale.png
 WIHA-Thekentechnik , Gastro-Snack GN6 ,Type of refrigerating appliance, Supermarket cabinet,Annual energy consumption," 1 850,40",https://eprel.ec.europa.eu/assets/images/label/thumbnails/E-Left-LightOrange-WithAGScale.png
 WIHA-Thekentechnik ," Snack-Counter KO-VT-LS 520 - 1,5 ",Type of refrigerating appliance, Supermarket cabinet,Annual energy consumption," 4 163,90",https://eprel.ec.europa.eu/assets/images/label/thumbnails/F-Left-DarkOrange-WithAGScale.png
 WIHA-Thekentechnik , Snack-Counter KO-VT-LS 710 - 2 ,Type of refrigerating appliance, Supermarket cabinet,Annual energy consumption," 5 093,10",https://eprel.ec.europa.eu/assets/images/label/thumbnails/F-Left-DarkOrange-WithAGScale.png
 WIHA-Thekentechnik , Snack-Counter KO-VT-LS-HS 520 - 3 ,Type of refrigerating appliance, Supermarket cabinet,Annual energy consumption," 5 205,20",https://eprel.ec.europa.eu/assets/images/label/thumbnails/F-Left-DarkOrange-WithAGScale.png
 WIHA-Thekentechnik , Snack-Counter KO-VT-LS-RG 710 - 2 ,Type of refrigerating appliance, Supermarket cabinet,Annual energy consumption," 5 093,10",https://eprel.ec.europa.eu/assets/images/label/thumbnails/F-Left-DarkOrange-WithAGScale.png
 WIHA-Thekentechnik , Snack-Counter KO-VT-LS-RG 710 - 3 ,Type of refrigerating appliance, Supermarket cabinet,Annual energy consumption," 6 178,00",https://eprel.ec.europa.eu/assets/images/label/thumbnails/F-Left-DarkOrange-WithAGScale.png
 WIHA-Thekentechnik , Snack-Counter KO-VT-LS-RG 710 - 4 ,Type of refrigerating appliance, Supermarket cabinet,Annual energy consumption," 7 424,40",https://eprel.ec.europa.eu/assets/images/label/thumbnails/F-Left-DarkOrange-WithAGScale.png
 WIHA-Thekentechnik , Snack-Counter KO-VT-LS 520 - 2 ,Type of refrigerating appliance, Supermarket cabinet,Annual energy consumption," 4 455,90",https://eprel.ec.europa.eu/assets/images/label/thumbnails/F-Left-DarkOrange-WithAGScale.png
 WIHA-Thekentechnik , Snack-Counter KO-VT-LS 520 - 3 ,Type of refrigerating appliance, Supermarket cabinet,Annual energy consumption," 5 205,20",https://eprel.ec.europa.eu/assets/images/label/thumbnails/F-Left-DarkOrange-WithAGScale.png
 WIHA-Thekentechnik , Snack-Counter KO-VT-LS 520 - 4 ,Type of refrigerating appliance, Supermarket cabinet,Annual energy consumption," 6 037,00",https://eprel.ec.europa.eu/assets/images/label/thumbnails/F-Left-DarkOrange-WithAGScale.png
 WIHA-Thekentechnik , Snack-Counter KO-VT-LS-HS 710 - 3 ,Type of refrigerating appliance, Supermarket cabinet,Annual energy consumption," 6 178,00",https://eprel.ec.europa.eu/assets/images/label/thumbnails/F-Left-DarkOrange-WithAGScale.png
 WIHA-Thekentechnik ," Snack-Counter KO-VT-LS-RG 520 - 1,5 ",Type of refrigerating appliance, Supermarket cabinet,Annual energy consumption," 4 163,90",https://eprel.ec.europa.eu/assets/images/label/thumbnails/F-Left-DarkOrange-WithAGScale.png
 WIHA-Thekentechnik , Snack-Counter KO-VT-LS-RG 520 - 4 ,Type of refrigerating appliance, Supermarket cabinet,Annual energy consumption," 6 037,00",https://eprel.ec.europa.eu/assets/images/label/thumbnails/F-Left-DarkOrange-WithAGScale.png
 WIHA-Thekentechnik , Snack-Counter KO-VT-LS-HS-RG 520 - 2 ,Type of refrigerating appliance, Supermarket cabinet,Annual energy consumption," 4 455,90",https://eprel.ec.europa.eu/assets/images/label/thumbnails/F-Left-DarkOrange-WithAGScale.png
 WIHA-Thekentechnik , Snack-Counter KO-VT-LS-HS-RG 710 - 3 ,Type of refrigerating appliance, Supermarket cabinet,Annual energy consumption," 6 178,00",https://eprel.ec.europa.eu/assets/images/label/thumbnails/F-Left-DarkOrange-WithAGScale.png
 WIHA-Thekentechnik , Snack-Counter ECO KO-VT 520 - 2 ,Type of refrigerating appliance, Supermarket cabinet,Annual energy consumption," 3 955,70",https://eprel.ec.europa.eu/assets/images/label/thumbnails/F-Left-DarkOrange-WithAGScale.png
 WIHA-Thekentechnik , Snack-Counter ECO NR KO-VT-LS 710 - 3 ,Type of refrigerating appliance, Supermarket cabinet,Annual energy consumption," 5 869,10",https://eprel.ec.europa.eu/assets/images/label/thumbnails/F-Left-DarkOrange-WithAGScale.png
 WIHA-Thekentechnik , Front-Counter KO-VT-LS 520 - 2 ,Type of refrigerating appliance, Supermarket cabinet,Annual energy consumption," 4 455,90",https://eprel.ec.europa.eu/assets/images/label/thumbnails/F-Left-DarkOrange-WithAGScale.png
 WIHA-Thekentechnik , Gastro-Snack GN8 ,Type of refrigerating appliance, Supermarket cabinet,Annual energy consumption," 2 566,30",https://eprel.ec.europa.eu/assets/images/label/thumbnails/F-Left-DarkOrange-WithAGScale.png
 WIHA-Thekentechnik , Euro-Snack 1600 ,Type of refrigerating appliance, Supermarket cabinet,Annual energy consumption," 2 238,50",https://eprel.ec.europa.eu/assets/images/label/thumbnails/F-Left-DarkOrange-WithAGScale.png
 TEKSO , SARIN-GD-2500 ,Type of refrigerating appliance, Supermarket cabinet,Annual energy consumption," 13 709,02",https://eprel.ec.europa.eu/assets/images/label/thumbnails/F-Left-DarkOrange-WithAGScale.png
 WIHA-Thekentechnik , Snack-Counter KO-VT-LS 710 - 3 ,Type of refrigerating appliance, Supermarket cabinet,Annual energy consumption," 6 178,00",https://eprel.ec.europa.eu/assets/images/label/thumbnails/F-Left-DarkOrange-WithAGScale.png
 WIHA-Thekentechnik , Snack-Counter KO-VT-LS-HS 520 - 2 ,Type of refrigerating appliance, Supermarket cabinet,Annual energy consumption," 4 455,90",https://eprel.ec.europa.eu/assets/images/label/thumbnails/F-Left-DarkOrange-WithAGScale.png
 WIHA-Thekentechnik , Snack-Counter KO-VT-LS-HS 710 - 2 ,Type of refrigerating appliance, Supermarket cabinet,Annual energy consumption," 5 093,10",https://eprel.ec.europa.eu/assets/images/label/thumbnails/F-Left-DarkOrange-WithAGScale.png
 WIHA-Thekentechnik , Snack-Counter KO-VT-LS-RG 520 - 2 ,Type of refrigerating appliance, Supermarket cabinet,Annual energy consumption," 4 455,90",https://eprel.ec.europa.eu/assets/images/label/thumbnails/F-Left-DarkOrange-WithAGScale.png
 WIHA-Thekentechnik , Snack-Counter ECO KO-VT 520 - 4 ,Type of refrigerating appliance, Supermarket cabinet,Annual energy consumption," 5 735,10",https://eprel.ec.europa.eu/assets/images/label/thumbnails/F-Left-DarkOrange-WithAGScale.png
 WIHA-Thekentechnik , Snack-Counter ECO KO-VT-LS 710 - 4 ,Type of refrigerating appliance, Supermarket cabinet,Annual energy consumption," 7 053,20",https://eprel.ec.europa.eu/assets/images/label/thumbnails/F-Left-DarkOrange-WithAGScale.png
 WIHA-Thekentechnik , Front-Counter KO-VT-LS 520 - 3 ,Type of refrigerating appliance, Supermarket cabinet,Annual energy consumption," 5 205,20",https://eprel.ec.europa.eu/assets/images/label/thumbnails/F-Left-DarkOrange-WithAGScale.png
 WIHA-Thekentechnik , Front-Counter KO-VT-LS 520 - 4 ,Type of refrigerating appliance, Supermarket cabinet,Annual energy consumption," 6 037,00",https://eprel.ec.europa.eu/assets/images/label/thumbnails/F-Left-DarkOrange-WithAGScale.png
 WIHA-Thekentechnik , Front-Counter KO-VT-LS 710 - 2 ,Type of refrigerating appliance, Supermarket cabinet,Annual energy consumption," 5 093,10",https://eprel.ec.europa.eu/assets/images/label/thumbnails/F-Left-DarkOrange-WithAGScale.png
 WIHA-Thekentechnik , Euro-Snack 1200 ,Type of refrigerating appliance, Supermarket cabinet,Annual energy consumption," 1 810,60",https://eprel.ec.europa.eu/assets/images/label/thumbnails/F-Left-DarkOrange-WithAGScale.png
 WIHA-Thekentechnik , Snack-Counter KO-VT-LS 710 - 4 ,Type of refrigerating appliance, Supermarket cabinet,Annual energy consumption," 7 424,40",https://eprel.ec.europa.eu/assets/images/label/thumbnails/F-Left-DarkOrange-WithAGScale.png
 WIHA-Thekentechnik , Snack-Counter ECO KO-VT-LS 710 - 3 ,Type of refrigerating appliance, Supermarket cabinet,Annual energy consumption," 5 869,10",https://eprel.ec.europa.eu/assets/images/label/thumbnails/F-Left-DarkOrange-WithAGScale.png
 WIHA-Thekentechnik , Snack-Counter ECO NR KO-VT-LS 710 - 4 ,Type of refrigerating appliance, Supermarket cabinet,Annual energy consumption," 7 053,20",https://eprel.ec.europa.eu/assets/images/label/thumbnails/F-Left-DarkOrange-WithAGScale.png
 TEKSO , SARIN-GD-3750 ,Type of refrigerating appliance, Supermarket cabinet,Annual energy consumption," 20 132,76",https://eprel.ec.europa.eu/assets/images/label/thumbnails/F-Left-DarkOrange-WithAGScale.png
 WIHA-Thekentechnik , Gastro-Snack GN7 ,Type of refrigerating appliance, Supermarket cabinet,Annual energy consumption," 2 333,60",https://eprel.ec.europa.eu/assets/images/label/thumbnails/F-Left-DarkOrange-WithAGScale.png
 WIHA-Thekentechnik , Euro-Snack 800 ,Type of refrigerating appliance, Supermarket cabinet,Annual energy consumption," 1 430,00",https://eprel.ec.europa.eu/assets/images/label/thumbnails/F-Left-DarkOrange-WithAGScale.png
 TEKSO , SARIN-GD-1875-HEAD ,Type of refrigerating appliance, Supermarket cabinet,Annual energy consumption," 6 043,26",https://eprel.ec.europa.eu/assets/images/label/thumbnails/F-Left-DarkOrange-WithAGScale.png
 WIHA-Thekentechnik , Snack-Counter KO-VT-LS-RG 520 - 3 ,Type of refrigerating appliance, Supermarket cabinet,Annual energy consumption," 5 205,20",https://eprel.ec.europa.eu/assets/images/label/thumbnails/F-Left-DarkOrange-WithAGScale.png
 WIHA-Thekentechnik , Snack-Counter KO-VT-LS-HS-RG 520 - 3 ,Type of refrigerating appliance, Supermarket cabinet,Annual energy consumption," 5 205,20",https://eprel.ec.europa.eu/assets/images/label/thumbnails/F-Left-DarkOrange-WithAGScale.png
 WIHA-Thekentechnik , Snack-Counter KO-VT-LS-HS-RG 710 - 2 ,Type of refrigerating appliance, Supermarket cabinet,Annual energy consumption," 5 093,10",https://eprel.ec.europa.eu/assets/images/label/thumbnails/F-Left-DarkOrange-WithAGScale.png
 WIHA-Thekentechnik , Snack-Counter ECO KO-VT-LS 710 - 2 ,Type of refrigerating appliance, Supermarket cabinet,Annual energy consumption," 4 838,40",https://eprel.ec.europa.eu/assets/images/label/thumbnails/F-Left-DarkOrange-WithAGScale.png
 WIHA-Thekentechnik , Snack-Counter ECO NR KO-VT-LS 710 - 2 ,Type of refrigerating appliance, Supermarket cabinet,Annual energy consumption," 4 838,40",https://eprel.ec.europa.eu/assets/images/label/thumbnails/F-Left-DarkOrange-WithAGScale.png
 WIHA-Thekentechnik , Wandkühlregal WKR 80 ,Type of refrigerating appliance, Supermarket cabinet,Annual energy consumption," 7 514,00",https://eprel.ec.europa.eu/assets/images/label/thumbnails/G-Left-Red-WithAGScale.png
 WIHA-Thekentechnik , Snack-Counter KO-VT-LS 520 - 5 ,Type of refrigerating appliance, Supermarket cabinet,Annual energy consumption," 8 537,00",https://eprel.ec.europa.eu/assets/images/label/thumbnails/G-Left-Red-WithAGScale.png
 WIHA-Thekentechnik ," Snack-Counter KO-VT-LS-RG 710 - 1,5 ",Type of refrigerating appliance, Supermarket cabinet,Annual energy consumption," 4 749,80",https://eprel.ec.europa.eu/assets/images/label/thumbnails/G-Left-Red-WithAGScale.png
 WIHA-Thekentechnik , Wandkühlregal WKR 145 ,Type of refrigerating appliance, Supermarket cabinet,Annual energy consumption," 11 346,00",https://eprel.ec.europa.eu/assets/images/label/thumbnails/G-Left-Red-WithAGScale.png
 WIHA-Thekentechnik , Snack-Counter KO-VT-LS-RG 520 - 5 ,Type of refrigerating appliance, Supermarket cabinet,Annual energy consumption," 8 537,00",https://eprel.ec.europa.eu/assets/images/label/thumbnails/G-Left-Red-WithAGScale.png
 WIHA-Thekentechnik , Wandkühlregal WKR 112 ,Type of refrigerating appliance, Supermarket cabinet,Annual energy consumption," 8 919,90",https://eprel.ec.europa.eu/assets/images/label/thumbnails/G-Left-Red-WithAGScale.png
 WIHA-Thekentechnik ," Snack-Counter KO-VT-LS 710 - 1,5 ",Type of refrigerating appliance, Supermarket cabinet,Annual energy consumption," 4 749,80",https://eprel.ec.europa.eu/assets/images/label/thumbnails/G-Left-Red-WithAGScale.png
